"Treatment","Fuel_class","Year","Fuel_load","SE"
"Burn","duff_Mg_ha",2003,5.19820048869122,0.696778224651652
"Burn","litter_Mg_ha",2016,20.2560089258311,1.36486561218265
"Burn","duff_Mg_ha",2016,17.5782125609272,2.19449111194794
"Burn","litter_Mg_ha",2020,22.1031835346922,4.23927822568766
"Burn","duff_Mg_ha",2020,11.2318059806835,4.38756420990867
"Burn","litter_Mg_ha",2009,14.4798148715579,1.78685828706182
"Burn","duff_Mg_ha",2009,9.64987226395836,2.81977611491756
"Burn","litter_Mg_ha",2001,19.3547135566706,3.02864800375136
"Burn","duff_Mg_ha",2001,49.7448617646271,5.51479570564717
"Burn+Thin","litter_Mg_ha",2003,5.27964261764941,0.291481894898239
"Burn+Thin","duff_Mg_ha",2003,2.38482727659268,0.544550638810234
"Burn+Thin","litter_Mg_ha",2016,20.2918268229708,2.4722155316329
"Burn+Thin","duff_Mg_ha",2016,36.285059614148,6.75403304574816
"Burn+Thin","litter_Mg_ha",2020,16.1873744490917,3.16500645086989
"Burn+Thin","duff_Mg_ha",2020,13.5464569106408,8.15466428881757
"Burn+Thin","litter_Mg_ha",2009,14.2231223853231,2.32299028367354
"Burn+Thin","duff_Mg_ha",2009,9.77898045696871,1.105790065196
"Burn+Thin","litter_Mg_ha",2001,21.4972890048762,2.72394864454915
"Burn+Thin","duff_Mg_ha",2001,61.6915991335225,9.59237668345902
"Thin","litter_Mg_ha",2003,18.3854658125361,3.66171680449381
"Thin","duff_Mg_ha",2003,35.3568221495641,7.61135138507585
"Thin","litter_Mg_ha",2016,22.4380192423188,3.88437286231055
"Thin","duff_Mg_ha",2016,44.6184460562468,4.38732366453817
"Thin","litter_Mg_ha",2020,42.5176145142544,8.5932777354059
"Thin","duff_Mg_ha",2020,50.7384136216421,3.75603311433265
"Thin","litter_Mg_ha",2009,19.5276259637339,1.73396994930672
"Thin","duff_Mg_ha",2009,46.1444205045067,0.558506067369455
"Thin","litter_Mg_ha",2001,19.9177984718663,2.46603037004987
"Thin","duff_Mg_ha",2001,47.3300573097808,6.23651610038254
