treatment,comp,plot_id,year,inv_date,timestep,tree_id,Status_raw,Species_raw,dbh_cm,tph,ba_m2ha,time_increment_yr,dbh_delta_cm,dbh_increment_cm/yr,start_year,end_year,species,status,Remove flag,PFT,Outlier,DBH_BA,Treatment,PFT_simple
mech,350,0350-00119,2009,2009-06-01,post_7,0350-00119-22,Live,CADE,16.0,24.69136,0.4964492,8.005479452054795,2.3000000000000007,0.287303216974675,2001.0,2009,CADE,Live,0,cedar,0,16.0,Thin,cedar
mechburn,380,0380-00103,2016,2016-06-20,post_14,0380-00103-12,Live,CADE,28.194,24.69136,1.541517,15.063013698630137,11.393999999999998,0.7564223353946888,2001.0,2016,CADE,Live,0,cedar,0,28.194,Burn+Thin,cedar
mechburn,380,0380-00103,2016,2016-06-20,post_14,0380-00103-2,Live,CADE,16.764,24.69136,0.544992,15.063013698630137,3.7639999999999993,0.2498835940341942,2001.0,2016,CADE,Live,0,cedar,0,16.764,Burn+Thin,cedar
burn,400,0400-00119,2009,2009-06-01,post_7,0400-00119-12,Live,CADE,15.5,24.69136,0.4659059,8.005479452054795,0.3000000000000007,0.0374743326488707,2001.0,2009,CADE,Live,0,cedar,0,15.5,Burn,cedar
mechburn,570,0570-00115,2009,2009-06-01,post_7,0570-00115-12,Live,CADE,20.0,24.69136,0.7757019,8.005479452054795,0.3999999999999986,0.0499657768651606,2001.0,2009,CADE,Live,0,cedar,0,20.0,Burn+Thin,cedar
mechburn,570,0570-00119,2009,2009-06-01,post_7,0570-00119-12,Live,QUKE,19.7,24.69135802,0.752605366,8.005479452054795,-17.099999999999998,-2.136036960985626,2001.0,2009,QUKE,Live,0,deciduous_oak,0,19.7,Burn+Thin,oak
control,590,0590-00009,2009,2009-06-01,post_7,0590-00009-4,Live,CADE,18.6,24.69136,0.6709046,8.005479452054795,0.8000000000000007,0.0999315537303217,2001.0,2009,CADE,Live,0,cedar,0,18.6,None,cedar
burn,400,0400-00103,2003,2001-06-01,post_1,0400-00103-2,Live,QUKE,12.4,24.69135802,0.298179806,,,,,2001,QUKE,Snag,0,deciduous_oak,0,12.4,Burn,oak
mechburn,180,0180-00018,2003,2001-06-01,post_1,0180-00018-17,Live,QUKE,16.0,24.69135802,0.496449209,,,,,2001,QUKE,Snag,0,deciduous_oak,0,16.0,Burn+Thin,oak
mechburn,570,0570-00112,2003,2001-06-01,post_1,0570-00112-12,Live,QUKE,40.4,24.69135802,3.165173991,,,,,2001,QUKE,Snag,0,deciduous_oak,0,40.4,Burn+Thin,oak
mechburn,570,0570-00025,2003,2001-06-01,post_1,0570-00025-10,Live,QUKE,26.7,24.69135802,1.382475301,,,,,2001,QUKE,Snag,0,deciduous_oak,0,26.7,Burn+Thin,oak
mech,490,0490-00018,2003,2001-06-01,post_1,0490-00018-4,Live,QUKE,27.4,24.69135802,1.455914877,,,,,2001,QUKE,Snag,0,deciduous_oak,0,27.4,Thin,oak
mechburn,180,0180-00004,2003,2001-06-01,post_1,0180-00004-18,Live,QUKE,15.5,24.69135802,0.465905948,,,,,2001,QUKE,Snag,0,deciduous_oak,0,15.5,Burn+Thin,oak
mechburn,570,0570-00119,2003,2001-06-01,post_1,0570-00119-18,Live,QUKE,18.5,24.69135802,0.663709929,,,,,2001,QUKE,Snag,0,deciduous_oak,0,18.5,Burn+Thin,oak
mech,190,0190-00108,2003,2001-06-01,post_1,0190-00108-10,Live,QUKE,51.1,24.69135802,5.063801329,,,,,2001,QUKE,Snag,0,deciduous_oak,0,51.1,Thin,oak
mechburn,570,0570-00025,2003,2001-06-01,post_1,0570-00025-7,Live,QUKE,32.5,24.69135802,2.048337803,,,,,2001,QUKE,Snag,0,deciduous_oak,0,32.5,Burn+Thin,oak
mech,190,0190-00104,2003,2001-06-01,post_1,0190-00104-5,Live,QUKE,50.8,24.69135802,5.004518312,,,,,2001,QUKE,Snag,0,deciduous_oak,0,50.8,Thin,oak
mechburn,180,0180-00101,2003,2001-06-01,post_1,0180-00101-33,Live,QUKE,67.3,24.69135802,8.783447031,,,,,2001,QUKE,Snag,0,deciduous_oak,0,67.3,Burn+Thin,oak
burn,400,0400-00112,2003,2001-06-01,post_1,0400-00112-8,Live,QUKE,14.7,24.69135802,0.419053553,,,,,2001,QUKE,Snag,0,deciduous_oak,0,14.7,Burn,oak
burn,340,0340-00025,2003,2001-06-01,post_1,0340-00025-23,Live,QUKE,17.3,24.69135802,0.580399546,,,,,2001,QUKE,Snag,0,deciduous_oak,0,17.3,Burn,oak
mechburn,570,0570-00112,2003,2001-06-01,post_1,0570-00112-26,Live,QUKE,34.8,24.69135802,2.348515041,,,,,2001,QUKE,Snag,0,deciduous_oak,0,34.8,Burn+Thin,oak
mechburn,180,0180-00102,2003,2001-06-01,post_1,0180-00102-20,Live,QUKE,16.0,24.69135802,0.496449209,,,,,2001,QUKE,Snag,0,deciduous_oak,0,16.0,Burn+Thin,oak
mechburn,380,0380-00107,2003,2001-06-01,post_1,0380-00107-10,Live,QUKE,48.5,24.69135802,4.561611926,,,,,2001,QUKE,Snag,0,deciduous_oak,0,48.5,Burn+Thin,oak
mechburn,570,0570-00119,2003,2001-06-01,post_1,0570-00119-16,Live,QUKE,29.7,24.69135802,1.7105972,,,,,2001,QUKE,Snag,0,deciduous_oak,0,29.7,Burn+Thin,oak
mechburn,570,0570-00102,2003,2001-06-01,post_1,0570-00102-2,Live,QUKE,38.4,24.69135802,2.859547446,,,,,2001,QUKE,Snag,0,deciduous_oak,0,38.4,Burn+Thin,oak
mech,350,0350-00119,2003,2001-06-01,post_1,0350-00119-2,Live,QUKE,64.3,24.69135802,8.017829266,,,,,2001,QUKE,Snag,0,deciduous_oak,0,64.3,Thin,oak
mech,350,0350-00111,2003,2001-06-01,post_1,0350-00111-2,Live,QUKE,36.6,24.69135802,2.597748059,,,,,2001,QUKE,Snag,0,deciduous_oak,0,36.6,Thin,oak
burn,400,0400-00112,2003,2001-06-01,post_1,0400-00112-9,Live,QUKE,11.7,24.69135802,0.265464579,,,,,2001,QUKE,Snag,0,deciduous_oak,0,11.7,Burn,oak
mechburn,570,0570-00102,2003,2001-06-01,post_1,0570-00102-10,Live,QUKE,18.8,24.69135802,0.68541019,,,,,2001,QUKE,Snag,0,deciduous_oak,0,18.8,Burn+Thin,oak
mechburn,570,0570-00119,2003,2001-06-01,post_1,0570-00119-17,Live,QUKE,33.3,24.69135802,2.150420171,,,,,2001,QUKE,Snag,0,deciduous_oak,0,33.3,Burn+Thin,oak
burn,400,0400-00120,2003,2001-06-01,post_1,0400-00120-5,Live,QUKE,14.5,24.69135802,0.407728306,,,,,2001,QUKE,Snag,0,deciduous_oak,0,14.5,Burn,oak
mechburn,570,0570-00119,2003,2001-06-01,post_1,0570-00119-33,Live,QUKE,27.4,24.69135802,1.455914877,,,,,2001,QUKE,Snag,0,deciduous_oak,0,27.4,Burn+Thin,oak
mechburn,380,0380-00103,2003,2001-06-01,post_1,0380-00103-8,Live,QUKE,28.7,24.69135802,1.597344724,,,,,2001,QUKE,Snag,0,deciduous_oak,0,28.7,Burn+Thin,oak
control,40,0040-00107,2003,2001-06-01,post_1,0040-00107-14,Live,QUKE,12.4,24.69135802,0.298179806,,,,,2001,QUKE,Snag,0,deciduous_oak,0,12.4,None,oak
mechburn,570,0570-00102,2003,2001-06-01,post_1,0570-00102-1,Live,QUKE,43.9,24.69135802,3.737351097,,,,,2001,QUKE,Snag,0,deciduous_oak,0,43.9,Burn+Thin,oak
mech,350,0350-00116,2003,2001-06-01,post_1,0350-00116-20,Live,QUKE,31.2,24.69135802,1.887748119,,,,,2001,QUKE,Snag,0,deciduous_oak,0,31.2,Thin,oak
mechburn,570,0570-00119,2003,2001-06-01,post_1,0570-00119-7,Live,QUKE,38.1,24.69135802,2.815041551,,,,,2001,QUKE,Snag,0,deciduous_oak,0,38.1,Burn+Thin,oak
mechburn,570,0570-00102,2003,2001-06-01,post_1,0570-00102-16,Live,QUKE,21.1,24.69135802,0.863375596,,,,,2001,QUKE,Snag,0,deciduous_oak,0,21.1,Burn+Thin,oak
mechburn,570,0570-00102,2003,2001-06-01,post_1,0570-00102-15,Live,QUKE,23.4,24.69135802,1.061858317,,,,,2001,QUKE,Snag,0,deciduous_oak,0,23.4,Burn+Thin,oak
control,40,0040-00107,2003,2001-06-01,post_1,0040-00107-24,Live,QUKE,15.5,24.69135802,0.465905948,,,,,2001,QUKE,Snag,0,deciduous_oak,0,15.5,None,oak
mechburn,570,0570-00105,2003,2001-06-01,post_1,0570-00105-19,Live,QUKE,29.0,24.69135802,1.630913223,,,,,2001,QUKE,Snag,0,deciduous_oak,0,29.0,Burn+Thin,oak
mechburn,180,0180-00102,2003,2001-06-01,post_1,0180-00102-4,Live,QUKE,58.7,24.69135802,6.682070611,,,,,2001,QUKE,Snag,0,deciduous_oak,0,58.7,Burn+Thin,oak
mechburn,570,0570-00025,2003,2001-06-01,post_1,0570-00025-26,Live,QUKE,36.8,24.69135802,2.626216318,,,,,2001,QUKE,Snag,0,deciduous_oak,0,36.8,Burn+Thin,oak
mechburn,570,0570-00119,2003,2001-06-01,post_1,0570-00119-31,Live,QUKE,27.4,24.69135802,1.455914877,,,,,2001,QUKE,Snag,0,deciduous_oak,0,27.4,Burn+Thin,oak
mechburn,570,0570-00102,2003,2001-06-01,post_1,0570-00102-5,Live,QUKE,16.0,24.69135802,0.496449209,,,,,2001,QUKE,Snag,0,deciduous_oak,0,16.0,Burn+Thin,oak
burn,400,0400-00009,2003,2001-06-01,post_1,0400-00009-48,Live,QUKE,11.7,24.69135802,0.265464579,,,,,2001,QUKE,Snag,0,deciduous_oak,0,11.7,Burn,oak
mechburn,570,0570-00119,2003,2001-06-01,post_1,0570-00119-6,Live,QUKE,41.7,24.69135802,3.372150648,,,,,2001,QUKE,Snag,0,deciduous_oak,0,41.7,Burn+Thin,oak
mechburn,570,0570-00119,2003,2001-06-01,post_1,0570-00119-27,Live,QUKE,23.1,24.69135802,1.034805714,,,,,2001,QUKE,Snag,0,deciduous_oak,0,23.1,Burn+Thin,oak
mech,350,0350-00115,2003,2001-06-01,post_1,0350-00115-8,Live,QUKE,32.8,24.69135802,2.086327803,,,,,2001,QUKE,Snag,0,deciduous_oak,0,32.8,Thin,oak
burn,340,0340-00109,2003,2001-06-01,post_1,0340-00109-28,Live,QUKE,16.5,24.69135802,0.527962099,,,,,2001,QUKE,Snag,0,deciduous_oak,0,16.5,Burn,oak
mech,490,0490-00103,2003,2001-06-01,post_1,0490-00103-13,Live,QUKE,35.6,24.69135802,2.457733868,,,,,2001,QUKE,Snag,0,deciduous_oak,0,35.6,Thin,oak
mechburn,180,0180-00013,2003,2001-06-01,post_1,0180-00013-27,Live,QUKE,51.3,24.69135802,5.103517266,,,,,2001,QUKE,Snag,0,deciduous_oak,0,51.3,Burn+Thin,oak
mechburn,380,0380-00119,2003,2001-06-01,post_1,0380-00119-10,Live,QUKE,40.9,24.69135802,3.244004696,,,,,2001,QUKE,Snag,0,deciduous_oak,0,40.9,Burn+Thin,oak
mech,490,0490-00103,2003,2001-06-01,post_1,0490-00103-10,Live,QUKE,32.3,24.69135802,2.023205061,,,,,2001,QUKE,Snag,0,deciduous_oak,0,32.3,Thin,oak
burn,400,0400-00101,2003,2001-06-01,post_1,0400-00101-10,Live,ABCO,11.4,24.69135802,0.252025544,,,,,2001,ABCO,Snag,0,fir,0,11.4,Burn,fir
control,40,0040-00101,2003,2001-06-01,post_1,0040-00101-22,Live,ABCO,13.5,24.69135802,0.353429174,,,,,2001,ABCO,Snag,0,fir,0,13.5,None,fir
burn,400,0400-00104,2003,2001-06-01,post_1,0400-00104-21,Live,ABCO,11.4,24.69135802,0.252025544,,,,,2001,ABCO,Snag,0,fir,0,11.4,Burn,fir
burn,400,0400-00106,2003,2001-06-01,post_1,0400-00106-11,Live,ABCO,15.0,24.69135802,0.436332313,,,,,2001,ABCO,Snag,0,fir,0,15.0,Burn,fir
burn,400,0400-00106,2003,2001-06-01,post_1,0400-00106-16,Live,ABCO,14.7,24.69135802,0.419053553,,,,,2001,ABCO,Snag,0,fir,0,14.7,Burn,fir
mech,190,0190-00108,2003,2001-06-01,post_1,0190-00108-12,Live,ABCO,13.0,24.69135802,0.327734048,,,,,2001,ABCO,Snag,0,fir,0,13.0,Thin,fir
burn,400,0400-00109,2003,2001-06-01,post_1,0400-00109-14,Live,ABCO,13.7,24.69135802,0.363978719,,,,,2001,ABCO,Snag,0,fir,0,13.7,Burn,fir
burn,400,0400-00110,2003,2001-06-01,post_1,0400-00110-8,Live,ABCO,13.5,24.69135802,0.353429174,,,,,2001,ABCO,Snag,0,fir,0,13.5,Burn,fir
burn,400,0400-00112,2003,2001-06-01,post_1,0400-00112-10,Live,ABCO,12.7,24.69135802,0.312782395,,,,,2001,ABCO,Snag,0,fir,0,12.7,Burn,fir
burn,400,0400-00112,2003,2001-06-01,post_1,0400-00112-15,Live,ABCO,13.2,24.69135802,0.337895743,,,,,2001,ABCO,Snag,0,fir,0,13.2,Burn,fir
mech,490,0490-00018,2003,2001-06-01,post_1,0490-00018-20,Live,ABCO,11.4,24.69135802,0.252025544,,,,,2001,ABCO,Snag,0,fir,0,11.4,Thin,fir
mech,490,0490-00018,2003,2001-06-01,post_1,0490-00018-22,Live,ABCO,13.2,24.69135802,0.337895743,,,,,2001,ABCO,Snag,0,fir,0,13.2,Thin,fir
burn,60,0060-00021,2003,2001-06-01,post_1,0060-00021-32,Live,ABCO,13.7,24.69135802,0.363978719,,,,,2001,ABCO,Snag,0,fir,0,13.7,Burn,fir
burn,60,0060-00021,2003,2001-06-01,post_1,0060-00021-33,Live,ABCO,13.5,24.69135802,0.353429174,,,,,2001,ABCO,Snag,0,fir,0,13.5,Burn,fir
burn,60,0060-00021,2003,2001-06-01,post_1,0060-00021-34,Live,ABCO,11.9,24.69135802,0.274617862,,,,,2001,ABCO,Snag,0,fir,0,11.9,Burn,fir
burn,60,0060-00102,2003,2001-06-01,post_1,0060-00102-3,Live,ABCO,11.4,24.69135802,0.252025544,,,,,2001,ABCO,Snag,0,fir,0,11.4,Burn,fir
burn,60,0060-00102,2003,2001-06-01,post_1,0060-00102-4,Live,ABCO,12.4,24.69135802,0.298179806,,,,,2001,ABCO,Snag,0,fir,0,12.4,Burn,fir
burn,60,0060-00102,2003,2001-06-01,post_1,0060-00102-10,Live,ABCO,14.7,24.69135802,0.419053553,,,,,2001,ABCO,Snag,0,fir,0,14.7,Burn,fir
burn,60,0060-00102,2003,2001-06-01,post_1,0060-00102-11,Live,ABCO,11.4,24.69135802,0.252025544,,,,,2001,ABCO,Snag,0,fir,0,11.4,Burn,fir
mech,490,0490-00041,2003,2001-06-01,post_1,0490-00041-91,Live,ABCO,14.5,24.69135802,0.407728306,,,,,2001,ABCO,Snag,0,fir,0,14.5,Thin,fir
mech,490,0490-00041,2003,2001-06-01,post_1,0490-00041-93,Live,ABCO,11.9,24.69135802,0.274617862,,,,,2001,ABCO,Snag,0,fir,0,11.9,Thin,fir
mech,490,0490-00042,2003,2001-06-01,post_1,0490-00042-26,Live,ABCO,14.0,24.69135802,0.380093926,,,,,2001,ABCO,Snag,0,fir,0,14.0,Thin,fir
burn,60,0060-00106,2003,2001-06-01,post_1,0060-00106-16,Live,ABCO,13.0,24.69135802,0.327734048,,,,,2001,ABCO,Snag,0,fir,0,13.0,Burn,fir
control,240,0240-00109,2003,2001-06-01,post_1,0240-00109-1,Live,ABCO,12.4,24.69135802,0.298179806,,,,,2001,ABCO,Snag,0,fir,0,12.4,None,fir
mech,490,0490-00110,2003,2001-06-01,post_1,0490-00110-16,Live,ABCO,11.9,24.69135802,0.274617862,,,,,2001,ABCO,Snag,0,fir,0,11.9,Thin,fir
mech,490,0490-00110,2003,2001-06-01,post_1,0490-00110-22,Live,ABCO,13.5,24.69135802,0.353429174,,,,,2001,ABCO,Snag,0,fir,0,13.5,Thin,fir
mech,490,0490-00110,2003,2001-06-01,post_1,0490-00110-23,Live,ABCO,12.4,24.69135802,0.298179806,,,,,2001,ABCO,Snag,0,fir,0,12.4,Thin,fir
burn,60,0060-00119,2003,2001-06-01,post_1,0060-00119-15,Live,ABCO,13.2,24.69135802,0.337895743,,,,,2001,ABCO,Snag,0,fir,0,13.2,Burn,fir
mech,490,0490-00124,2003,2001-06-01,post_1,0490-00124-11,Live,ABCO,14.7,24.69135802,0.419053553,,,,,2001,ABCO,Snag,0,fir,0,14.7,Thin,fir
mech,490,0490-00124,2003,2001-06-01,post_1,0490-00124-18,Live,ABCO,12.4,24.69135802,0.298179806,,,,,2001,ABCO,Snag,0,fir,0,12.4,Thin,fir
mechburn,180,0180-00008,2003,2001-06-01,post_1,0180-00008-17,Live,ABCO,13.7,24.69135802,0.363978719,,,,,2001,ABCO,Snag,0,fir,0,13.7,Burn+Thin,fir
mechburn,180,0180-00008,2003,2001-06-01,post_1,0180-00008-31,Live,ABCO,13.0,24.69135802,0.327734048,,,,,2001,ABCO,Snag,0,fir,0,13.0,Burn+Thin,fir
mechburn,180,0180-00008,2003,2001-06-01,post_1,0180-00008-33,Live,ABCO,11.9,24.69135802,0.274617862,,,,,2001,ABCO,Snag,0,fir,0,11.9,Burn+Thin,fir
mechburn,180,0180-00010,2003,2001-06-01,post_1,0180-00010-31,Live,ABCO,12.4,24.69135802,0.298179806,,,,,2001,ABCO,Snag,0,fir,0,12.4,Burn+Thin,fir
mechburn,180,0180-00013,2003,2001-06-01,post_1,0180-00013-33,Live,ABCO,13.2,24.69135802,0.337895743,,,,,2001,ABCO,Snag,0,fir,0,13.2,Burn+Thin,fir
mechburn,180,0180-00013,2003,2001-06-01,post_1,0180-00013-38,Live,ABCO,12.2,24.69135802,0.288638673,,,,,2001,ABCO,Snag,0,fir,0,12.2,Burn+Thin,fir
mechburn,180,0180-00013,2003,2001-06-01,post_1,0180-00013-39,Live,ABCO,12.7,24.69135802,0.312782395,,,,,2001,ABCO,Snag,0,fir,0,12.7,Burn+Thin,fir
mechburn,180,0180-00018,2003,2001-06-01,post_1,0180-00018-35,Live,ABCO,13.0,24.69135802,0.327734048,,,,,2001,ABCO,Snag,0,fir,0,13.0,Burn+Thin,fir
mechburn,570,0570-00017,2003,2001-06-01,post_1,0570-00017-44,Live,ABCO,14.5,24.69135802,0.407728306,,,,,2001,ABCO,Snag,0,fir,0,14.5,Burn+Thin,fir
mechburn,180,0180-00101,2003,2001-06-01,post_1,0180-00101-11,Live,ABCO,11.7,24.69135802,0.265464579,,,,,2001,ABCO,Snag,0,fir,0,11.7,Burn+Thin,fir
mechburn,180,0180-00101,2003,2001-06-01,post_1,0180-00101-16,Live,ABCO,15.0,24.69135802,0.436332313,,,,,2001,ABCO,Snag,0,fir,0,15.0,Burn+Thin,fir
mechburn,180,0180-00102,2003,2001-06-01,post_1,0180-00102-1,Live,ABCO,12.7,24.69135802,0.312782395,,,,,2001,ABCO,Snag,0,fir,0,12.7,Burn+Thin,fir
mechburn,180,0180-00107,2003,2001-06-01,post_1,0180-00107-6,Live,ABCO,14.2,24.69135802,0.391031323,,,,,2001,ABCO,Snag,0,fir,0,14.2,Burn+Thin,fir
mechburn,570,0570-00105,2003,2001-06-01,post_1,0570-00105-2,Live,ABCO,15.0,24.69135802,0.436332313,,,,,2001,ABCO,Snag,0,fir,0,15.0,Burn+Thin,fir
mechburn,180,0180-00108,2003,2001-06-01,post_1,0180-00108-6,Live,ABCO,14.7,24.69135802,0.419053553,,,,,2001,ABCO,Snag,0,fir,0,14.7,Burn+Thin,fir
mechburn,180,0180-00108,2003,2001-06-01,post_1,0180-00108-28,Live,ABCO,12.4,24.69135802,0.298179806,,,,,2001,ABCO,Snag,0,fir,0,12.4,Burn+Thin,fir
mechburn,180,0180-00108,2003,2001-06-01,post_1,0180-00108-31,Live,ABCO,11.7,24.69135802,0.265464579,,,,,2001,ABCO,Snag,0,fir,0,11.7,Burn+Thin,fir
mechburn,180,0180-00108,2003,2001-06-01,post_1,0180-00108-33,Live,ABCO,14.5,24.69135802,0.407728306,,,,,2001,ABCO,Snag,0,fir,0,14.5,Burn+Thin,fir
mechburn,180,0180-00109,2003,2001-06-01,post_1,0180-00109-2,Live,ABCO,13.7,24.69135802,0.363978719,,,,,2001,ABCO,Snag,0,fir,0,13.7,Burn+Thin,fir
mechburn,180,0180-00109,2003,2001-06-01,post_1,0180-00109-12,Live,ABCO,13.2,24.69135802,0.337895743,,,,,2001,ABCO,Snag,0,fir,0,13.2,Burn+Thin,fir
mechburn,180,0180-00111,2003,2001-06-01,post_1,0180-00111-10,Live,ABCO,12.7,24.69135802,0.312782395,,,,,2001,ABCO,Snag,0,fir,0,12.7,Burn+Thin,fir
mechburn,180,0180-00111,2003,2001-06-01,post_1,0180-00111-21,Live,ABCO,12.7,24.69135802,0.312782395,,,,,2001,ABCO,Snag,0,fir,0,12.7,Burn+Thin,fir
mechburn,180,0180-00117,2003,2001-06-01,post_1,0180-00117-3,Live,ABCO,12.4,24.69135802,0.298179806,,,,,2001,ABCO,Snag,0,fir,0,12.4,Burn+Thin,fir
mechburn,180,0180-00120,2003,2001-06-01,post_1,0180-00120-4,Live,ABCO,12.4,24.69135802,0.298179806,,,,,2001,ABCO,Snag,0,fir,0,12.4,Burn+Thin,fir
mechburn,180,0180-00120,2003,2001-06-01,post_1,0180-00120-11,Live,ABCO,13.7,24.69135802,0.363978719,,,,,2001,ABCO,Snag,0,fir,0,13.7,Burn+Thin,fir
mechburn,180,0180-00121,2003,2001-06-01,post_1,0180-00121-3,Live,ABCO,14.7,24.69135802,0.419053553,,,,,2001,ABCO,Snag,0,fir,0,14.7,Burn+Thin,fir
mechburn,180,0180-00121,2003,2001-06-01,post_1,0180-00121-10,Live,ABCO,13.7,24.69135802,0.363978719,,,,,2001,ABCO,Snag,0,fir,0,13.7,Burn+Thin,fir
mechburn,180,0180-00121,2003,2001-06-01,post_1,0180-00121-16,Live,ABCO,14.0,24.69135802,0.380093926,,,,,2001,ABCO,Snag,0,fir,0,14.0,Burn+Thin,fir
mechburn,570,0570-00115,2003,2001-06-01,post_1,0570-00115-11,Live,ABCO,14.2,24.69135802,0.391031323,,,,,2001,ABCO,Snag,0,fir,0,14.2,Burn+Thin,fir
mech,190,0190-00026,2003,2001-06-01,post_1,0190-00026-29,Live,ABCO,13.5,24.69135802,0.353429174,,,,,2001,ABCO,Snag,0,fir,0,13.5,Thin,fir
mech,190,0190-00026,2003,2001-06-01,post_1,0190-00026-30,Live,ABCO,13.5,24.69135802,0.353429174,,,,,2001,ABCO,Snag,0,fir,0,13.5,Thin,fir
mech,190,0190-00102,2003,2001-06-01,post_1,0190-00102-14,Live,ABCO,11.4,24.69135802,0.252025544,,,,,2001,ABCO,Snag,0,fir,0,11.4,Thin,fir
mech,190,0190-00102,2003,2001-06-01,post_1,0190-00102-18,Live,ABCO,11.9,24.69135802,0.274617862,,,,,2001,ABCO,Snag,0,fir,0,11.9,Thin,fir
mech,190,0190-00108,2003,2001-06-01,post_1,0190-00108-14,Live,ABCO,12.7,24.69135802,0.312782395,,,,,2001,ABCO,Snag,0,fir,0,12.7,Thin,fir
mech,190,0190-00110,2003,2001-06-01,post_1,0190-00110-4,Live,ABCO,12.2,24.69135802,0.288638673,,,,,2001,ABCO,Snag,0,fir,0,12.2,Thin,fir
mech,190,0190-00110,2003,2001-06-01,post_1,0190-00110-11,Live,ABCO,12.7,24.69135802,0.312782395,,,,,2001,ABCO,Snag,0,fir,0,12.7,Thin,fir
mech,190,0190-00110,2003,2001-06-01,post_1,0190-00110-21,Live,ABCO,14.7,24.69135802,0.419053553,,,,,2001,ABCO,Snag,0,fir,0,14.7,Thin,fir
mech,350,0350-00005,2003,2001-06-01,post_1,0350-00005-17,Live,ABCO,15.0,24.69135802,0.436332313,,,,,2001,ABCO,Snag,0,fir,0,15.0,Thin,fir
mech,350,0350-00101,2003,2001-06-01,post_1,0350-00101-31,Live,ABCO,13.2,24.69135802,0.337895743,,,,,2001,ABCO,Snag,0,fir,0,13.2,Thin,fir
mech,350,0350-00117,2003,2001-06-01,post_1,0350-00117-12,Live,ABCO,11.4,24.69135802,0.252025544,,,,,2001,ABCO,Snag,0,fir,0,11.4,Thin,fir
control,240,0240-00109,2003,2001-06-01,post_1,0240-00109-4,Live,ABCO,13.0,24.69135802,0.327734048,,,,,2001,ABCO,Snag,0,fir,0,13.0,None,fir
control,240,0240-00113,2003,2001-06-01,post_1,0240-00113-4,Live,ABCO,12.2,24.69135802,0.288638673,,,,,2001,ABCO,Snag,0,fir,0,12.2,None,fir
mechburn,380,0380-00107,2003,2001-06-01,post_1,0380-00107-17,Live,ABCO,15.2,24.69135802,0.448045412,,,,,2001,ABCO,Snag,0,fir,0,15.2,Burn+Thin,fir
burn,340,0340-00103,2003,2001-06-01,post_1,0340-00103-35,Live,ABCO,14.0,24.69135802,0.380093926,,,,,2001,ABCO,Snag,0,fir,0,14.0,Burn,fir
burn,400,0400-00102,2003,2001-06-01,post_1,0400-00102-9,Live,ABCO,12.7,24.69136,0.3127824,,,,,2001,ABCO,Snag,0,fir,0,12.7,Burn,fir
burn,400,0400-00106,2003,2001-06-01,post_1,0400-00106-8,Live,ABCO,11.9,24.69136,0.2746179,,,,,2001,ABCO,Snag,0,fir,0,11.9,Burn,fir
mech,350,0350-00005,2003,2001-06-01,post_1,0350-00005-35,Live,ABCO,12.4,24.69136,0.2981798,,,,,2001,ABCO,Snag,0,fir,0,12.4,Thin,fir
mech,350,0350-00005,2003,2001-06-01,post_1,0350-00005-36,Live,ABCO,11.7,24.69136,0.2654646,,,,,2001,ABCO,Snag,0,fir,0,11.7,Thin,fir
mech,350,0350-00101,2003,2001-06-01,post_1,0350-00101-14,Live,ABCO,15.2,24.69136,0.4480454,,,,,2001,ABCO,Snag,0,fir,0,15.2,Thin,fir
mech,350,0350-00102,2003,2001-06-01,post_1,0350-00102-13,Live,ABCO,11.4,24.69136,0.2520255,,,,,2001,ABCO,Snag,0,fir,0,11.4,Thin,fir
mech,350,0350-00102,2003,2001-06-01,post_1,0350-00102-24,Live,ABCO,11.7,24.69136,0.2654646,,,,,2001,ABCO,Snag,0,fir,0,11.7,Thin,fir
mech,350,0350-00103,2003,2001-06-01,post_1,0350-00103-29,Live,ABCO,14.5,24.69136,0.4077283,,,,,2001,ABCO,Snag,0,fir,0,14.5,Thin,fir
mech,350,0350-00103,2003,2001-06-01,post_1,0350-00103-31,Live,ABCO,12.2,24.69136,0.2886387,,,,,2001,ABCO,Snag,0,fir,0,12.2,Thin,fir
mech,350,0350-00103,2003,2001-06-01,post_1,0350-00103-35,Live,ABCO,14.5,24.69136,0.4077283,,,,,2001,ABCO,Snag,0,fir,0,14.5,Thin,fir
mech,350,0350-00105,2003,2001-06-01,post_1,0350-00105-3,Live,ABCO,11.4,24.69136,0.2520255,,,,,2001,ABCO,Snag,0,fir,0,11.4,Thin,fir
mech,350,0350-00105,2003,2001-06-01,post_1,0350-00105-6,Live,ABCO,14.7,24.69136,0.4190536,,,,,2001,ABCO,Snag,0,fir,0,14.7,Thin,fir
mech,350,0350-00105,2003,2001-06-01,post_1,0350-00105-13,Live,ABCO,11.7,24.69136,0.2654646,,,,,2001,ABCO,Snag,0,fir,0,11.7,Thin,fir
mech,350,0350-00105,2003,2001-06-01,post_1,0350-00105-16,Live,ABCO,14.0,24.69136,0.3800939,,,,,2001,ABCO,Snag,0,fir,0,14.0,Thin,fir
mech,350,0350-00106,2003,2001-06-01,post_1,0350-00106-5,Live,ABCO,14.2,24.69136,0.3910313,,,,,2001,ABCO,Snag,0,fir,0,14.2,Thin,fir
mech,350,0350-00106,2003,2001-06-01,post_1,0350-00106-7,Live,ABCO,11.9,24.69136,0.2746179,,,,,2001,ABCO,Snag,0,fir,0,11.9,Thin,fir
