treatment,comp,plot_id,year,inv_date,timestep,tree_id,Status_raw,Species_raw,dbh_cm,tph,ba_m2ha,time_increment_yr,dbh_delta_cm,dbh_increment_cm/yr,start_year,end_year,species,status,Remove flag,PFT,Outlier,DBH_BA,Treatment,PFT_simple
control,240,0240-00009,2003,2003-06-01,post_1,0240-00009-7,Live,ABCO,20.6,24.69136,0.8229421,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,ABCO,Live,0,fir,0,20.6,None,fir
control,240,0240-00009,2003,2003-06-01,post_1,0240-00009-9,Live,ABCO,24.6,24.69136,1.173559,2.0,0.2000000000000028,0.1000000000000014,2001.0,2003,ABCO,Live,0,fir,0,24.6,None,fir
control,240,0240-00009,2003,2003-06-01,post_1,0240-00009-18,Live,ABCO,62.2,24.69136,7.502666,2.0,1.2000000000000028,0.6000000000000014,2001.0,2003,ABCO,Live,0,fir,0,62.2,None,fir
control,590,0590-00111,2003,2003-06-01,post_1,0590-00111-14,Live,ABCO,30.7,24.69136,1.827728,2.0,0.5,0.25,2001.0,2003,ABCO,Live,0,fir,0,30.7,None,fir
control,590,0590-00111,2003,2003-06-01,post_1,0590-00111-16,Live,ABCO,72.9,24.69136,10.30599,2.0,1.0,0.5,2001.0,2003,ABCO,Live,0,fir,0,72.9,None,fir
control,240,0240-00022,2003,2003-06-01,post_1,0240-00022-9,Live,ABCO,34.8,24.69136,2.348515,2.0,1.0,0.5,2001.0,2003,ABCO,Live,0,fir,0,34.8,None,fir
mechburn,380,0380-00004,2003,2003-06-01,post_1,0380-00004-5,Live,ABCO,64.5,24.69136,8.067784,2.0,2.299999999999997,1.1499999999999986,2001.0,2003,ABCO,Live,0,fir,0,64.5,Burn+Thin,fir
mech,190,0190-00113,2003,2003-06-01,post_1,0190-00113-28,Live,CADE,33.5,24.69136,2.176329,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,33.5,Thin,cedar
mech,350,0350-00105,2003,2003-06-01,post_1,0350-00105-20,Live,ABCO,21.1,24.69136,0.8633756,2.0,2.6000000000000014,1.3000000000000007,2001.0,2003,ABCO,Live,0,fir,0,21.1,Thin,fir
control,590,0590-00113,2003,2003-06-01,post_1,0590-00113-16,Live,ABCO,55.9,24.69136,6.059803,2.0,1.2999999999999972,0.6499999999999986,2001.0,2003,ABCO,Live,0,fir,0,55.9,None,fir
control,590,0590-00106,2003,2003-06-01,post_1,0590-00106-8,Live,ABCO,15.7,24.69136,0.4780069,2.0,0.1999999999999993,0.0999999999999996,2001.0,2003,ABCO,Live,0,fir,0,15.7,None,fir
control,590,0590-00107,2003,2003-06-01,post_1,0590-00107-2,Live,ABCO,19.8,24.69136,0.7602654,2.0,1.3000000000000007,0.6500000000000004,2001.0,2003,ABCO,Live,0,fir,0,19.8,None,fir
control,240,0240-00101,2003,2003-06-01,post_1,0240-00101-6,Live,ABCO,19.8,24.69136,0.7602654,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,19.8,None,fir
control,240,0240-00101,2003,2003-06-01,post_1,0240-00101-10,Live,ABCO,61.5,24.69136,7.334746,2.0,2.1000000000000014,1.0500000000000007,2001.0,2003,ABCO,Live,0,fir,0,61.5,None,fir
control,240,0240-00101,2003,2003-06-01,post_1,0240-00101-18,Live,ABCO,37.6,24.69136,2.741641,2.0,0.8000000000000043,0.4000000000000021,2001.0,2003,ABCO,Live,0,fir,0,37.6,None,fir
control,240,0240-00101,2003,2003-06-01,post_1,0240-00101-23,Live,ABCO,53.3,24.69136,5.509209,2.0,3.299999999999997,1.6499999999999986,2001.0,2003,ABCO,Live,0,fir,0,53.3,None,fir
control,240,0240-00101,2003,2003-06-01,post_1,0240-00101-28,Live,ABCO,20.3,24.69136,0.7991475,2.0,0.1999999999999993,0.0999999999999996,2001.0,2003,ABCO,Live,0,fir,0,20.3,None,fir
control,590,0590-00109,2003,2003-06-01,post_1,0590-00109-9,Live,ABCO,87.1,24.69136,14.71198,2.0,4.0,2.0,2001.0,2003,ABCO,Live,0,fir,0,87.1,None,fir
control,240,0240-00102,2003,2003-06-01,post_1,0240-00102-11,Live,ABCO,30.0,24.69136,1.745329,2.0,0.5,0.25,2001.0,2003,ABCO,Live,0,fir,0,30.0,None,fir
control,240,0240-00104,2003,2003-06-01,post_1,0240-00104-1,Live,ABCO,53.6,24.69136,5.571401,2.0,4.100000000000001,2.0500000000000007,2001.0,2003,ABCO,Live,0,fir,0,53.6,None,fir
control,240,0240-00104,2003,2003-06-01,post_1,0240-00104-2,Live,ABCO,54.9,24.69136,5.844933,2.0,1.6000000000000014,0.8000000000000007,2001.0,2003,ABCO,Live,0,fir,0,54.9,None,fir
control,240,0240-00104,2003,2003-06-01,post_1,0240-00104-3,Live,ABCO,71.9,24.69136,10.02519,2.0,1.8000000000000114,0.9000000000000057,2001.0,2003,ABCO,Live,0,fir,0,71.9,None,fir
control,240,0240-00104,2003,2003-06-01,post_1,0240-00104-4,Live,ABCO,48.3,24.69136,4.524068,2.0,2.0999999999999943,1.0499999999999972,2001.0,2003,ABCO,Live,0,fir,0,48.3,None,fir
control,240,0240-00104,2003,2003-06-01,post_1,0240-00104-5,Live,ABCO,21.6,24.69136,0.9047787,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,ABCO,Live,0,fir,0,21.6,None,fir
control,240,0240-00104,2003,2003-06-01,post_1,0240-00104-6,Live,ABCO,36.1,24.69136,2.527256,2.0,1.3000000000000045,0.6500000000000021,2001.0,2003,ABCO,Live,0,fir,0,36.1,None,fir
control,240,0240-00104,2003,2003-06-01,post_1,0240-00104-9,Live,ABCO,47.8,24.69136,4.430887,2.0,2.5999999999999943,1.2999999999999972,2001.0,2003,ABCO,Live,0,fir,0,47.8,None,fir
control,240,0240-00104,2003,2003-06-01,post_1,0240-00104-11,Live,ABCO,62.2,24.69136,7.502666,2.0,0.7000000000000028,0.3500000000000014,2001.0,2003,ABCO,Live,0,fir,0,62.2,None,fir
mechburn,380,0380-00120,2003,2003-06-01,post_1,0380-00120-16,Live,ABCO,19.6,24.69136,0.7449841,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,ABCO,Live,0,fir,0,19.6,Burn+Thin,fir
control,240,0240-00105,2003,2003-06-01,post_1,0240-00105-10,Live,ABCO,24.6,24.69136,1.173559,2.0,0.7000000000000028,0.3500000000000014,2001.0,2003,ABCO,Live,0,fir,0,24.6,None,fir
control,240,0240-00110,2003,2003-06-01,post_1,0240-00110-5,Live,ABCO,53.8,24.69136,5.613056,2.0,0.6999999999999957,0.3499999999999978,2001.0,2003,ABCO,Live,0,fir,0,53.8,None,fir
control,240,0240-00105,2003,2003-06-01,post_1,0240-00105-12,Live,ABCO,41.4,24.69136,3.323805,2.0,1.2999999999999972,0.6499999999999986,2001.0,2003,ABCO,Live,0,fir,0,41.4,None,fir
control,240,0240-00105,2003,2003-06-01,post_1,0240-00105-15,Live,ABCO,48.8,24.69136,4.618219,2.0,1.2999999999999972,0.6499999999999986,2001.0,2003,ABCO,Live,0,fir,0,48.8,None,fir
control,240,0240-00110,2003,2003-06-01,post_1,0240-00110-13,Live,ABCO,18.3,24.69136,0.649437,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,18.3,None,fir
control,240,0240-00105,2003,2003-06-01,post_1,0240-00105-20,Live,ABCO,18.5,24.69136,0.6637099,2.0,0.1999999999999993,0.0999999999999996,2001.0,2003,ABCO,Live,0,fir,0,18.5,None,fir
control,240,0240-00105,2003,2003-06-01,post_1,0240-00105-22,Live,ABCO,29.5,24.69136,1.687636,2.0,1.1000000000000014,0.5500000000000007,2001.0,2003,ABCO,Live,0,fir,0,29.5,None,fir
control,240,0240-00105,2003,2003-06-01,post_1,0240-00105-24,Live,ABCO,29.7,24.69136,1.710597,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,29.7,None,fir
control,240,0240-00106,2003,2003-06-01,post_1,0240-00106-2,Snag,ABCO,24.9,24.69136,1.202357,2.0,0.0,0.0,2001.0,2003,ABCO,Snag,0,fir,0,24.9,None,fir
control,240,0240-00106,2003,2003-06-01,post_1,0240-00106-5,Live,ABCO,17.8,24.69136,0.6144335,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,ABCO,Live,0,fir,0,17.8,None,fir
control,240,0240-00106,2003,2003-06-01,post_1,0240-00106-6,Live,ABCO,22.4,24.69136,0.9730405,2.0,0.5999999999999979,0.2999999999999989,2001.0,2003,ABCO,Live,0,fir,0,22.4,None,fir
control,240,0240-00106,2003,2003-06-01,post_1,0240-00106-7,Live,ABCO,37.6,24.69136,2.741641,2.0,1.0,0.5,2001.0,2003,ABCO,Live,0,fir,0,37.6,None,fir
control,240,0240-00106,2003,2003-06-01,post_1,0240-00106-8,Live,ABCO,31.8,24.69136,1.961052,2.0,0.6000000000000014,0.3000000000000007,2001.0,2003,ABCO,Live,0,fir,0,31.8,None,fir
control,240,0240-00106,2003,2003-06-01,post_1,0240-00106-9,Live,ABCO,26.9,24.69136,1.403264,2.0,0.6999999999999993,0.3499999999999996,2001.0,2003,ABCO,Live,0,fir,0,26.9,None,fir
control,240,0240-00106,2003,2003-06-01,post_1,0240-00106-10,Live,ABCO,48.8,24.69136,4.618219,2.0,1.5999999999999943,0.7999999999999972,2001.0,2003,ABCO,Live,0,fir,0,48.8,None,fir
control,240,0240-00113,2003,2003-06-01,post_1,0240-00113-8,Live,ABCO,21.3,24.69136,0.8798205,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,21.3,None,fir
control,240,0240-00106,2003,2003-06-01,post_1,0240-00106-21,Live,ABCO,72.6,24.69136,10.22135,2.0,1.5,0.75,2001.0,2003,ABCO,Live,0,fir,0,72.6,None,fir
control,240,0240-00113,2003,2003-06-01,post_1,0240-00113-16,Live,ABCO,18.8,24.69136,0.6854102,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,18.8,None,fir
control,240,0240-00106,2003,2003-06-01,post_1,0240-00106-29,Live,ABCO,55.4,24.69136,5.951883,2.0,2.299999999999997,1.1499999999999986,2001.0,2003,ABCO,Live,0,fir,0,55.4,None,fir
mech,350,0350-00119,2003,2003-06-01,post_1,0350-00119-4,Live,ABCO,19.8,24.69136,0.7602654,2.0,0.5,0.25,2001.0,2003,ABCO,Live,0,fir,0,19.8,Thin,fir
control,240,0240-00107,2003,2003-06-01,post_1,0240-00107-3,Live,ABCO,24.4,24.69136,1.154555,2.0,2.599999999999998,1.299999999999999,2001.0,2003,ABCO,Live,0,fir,0,24.4,None,fir
burn,340,0340-00104,2003,2003-06-01,post_1,0340-00104-20,Live,PSME,56.6,24.69136,6.212519,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,56.6,Burn,fir
control,240,0240-00110,2003,2003-06-01,post_1,0240-00110-8,Live,ABCO,32.0,24.69136,1.985797,2.0,1.3000000000000007,0.6500000000000004,2001.0,2003,ABCO,Live,0,fir,0,32.0,None,fir
mech,350,0350-00101,2003,2003-06-01,post_1,0350-00101-36,Live,ABCO,76.5,24.69136,11.349,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,76.5,Thin,fir
control,240,0240-00114,2003,2003-06-01,post_1,0240-00114-27,Live,ABCO,53.8,24.69136,5.613056,2.0,1.6999999999999955,0.8499999999999979,2001.0,2003,ABCO,Live,0,fir,0,53.8,None,fir
control,240,0240-00115,2003,2003-06-01,post_1,0240-00115-18,Live,ABCO,52.3,24.69136,5.304424,2.0,1.1999999999999955,0.5999999999999979,2001.0,2003,ABCO,Live,0,fir,0,52.3,None,fir
control,240,0240-00110,2003,2003-06-01,post_1,0240-00110-11,Live,ABCO,47.8,24.69136,4.430887,2.0,1.2999999999999972,0.6499999999999986,2001.0,2003,ABCO,Live,0,fir,0,47.8,None,fir
control,240,0240-00110,2003,2003-06-01,post_1,0240-00110-19,Live,ABCO,17.3,24.69136,0.5803995,2.0,1.0,0.5,2001.0,2003,ABCO,Live,0,fir,0,17.3,None,fir
control,240,0240-00110,2003,2003-06-01,post_1,0240-00110-20,Live,ABCO,30.0,24.69136,1.745329,2.0,2.3000000000000007,1.1500000000000004,2001.0,2003,ABCO,Live,0,fir,0,30.0,None,fir
control,240,0240-00112,2003,2003-06-01,post_1,0240-00112-8,Live,ABCO,57.4,24.69136,6.389379,2.0,0.7999999999999972,0.3999999999999986,2001.0,2003,ABCO,Live,0,fir,0,57.4,None,fir
control,240,0240-00112,2003,2003-06-01,post_1,0240-00112-9,Live,ABCO,36.8,24.69136,2.626216,2.0,0.6999999999999957,0.3499999999999978,2001.0,2003,ABCO,Live,0,fir,0,36.8,None,fir
control,240,0240-00112,2003,2003-06-01,post_1,0240-00112-10,Live,ABCO,36.3,24.69136,2.555337,2.0,1.0,0.5,2001.0,2003,ABCO,Live,0,fir,0,36.3,None,fir
control,240,0240-00112,2003,2003-06-01,post_1,0240-00112-11,Snag,ABCO,49.5,24.69136,4.751659,2.0,0.0,0.0,2001.0,2003,ABCO,Snag,0,fir,0,49.5,None,fir
mechburn,380,0380-00107,2003,2003-06-01,post_1,0380-00107-15,Live,ABCO,28.4,24.69136,1.564125,2.0,2.1999999999999997,1.0999999999999996,2001.0,2003,ABCO,Live,0,fir,0,28.4,Burn+Thin,fir
control,240,0240-00113,2003,2003-06-01,post_1,0240-00113-18,Live,ABCO,35.8,24.69136,2.485426,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,35.8,None,fir
control,240,0240-00113,2003,2003-06-01,post_1,0240-00113-36,Live,ABCO,18.5,24.69136,0.6637099,2.0,0.1999999999999993,0.0999999999999996,2001.0,2003,ABCO,Live,0,fir,0,18.5,None,fir
control,240,0240-00113,2003,2003-06-01,post_1,0240-00113-37,Live,ABCO,20.8,24.69136,0.8389992,2.0,0.5,0.25,2001.0,2003,ABCO,Live,0,fir,0,20.8,None,fir
burn,340,0340-00024,2003,2003-06-01,post_1,0340-00024-15,Live,ABCO,48.0,24.69136,4.468043,2.0,0.5,0.25,2001.0,2003,ABCO,Live,0,fir,0,48.0,Burn,fir
control,240,0240-00114,2003,2003-06-01,post_1,0240-00114-12,Live,ABCO,16.3,24.69136,0.5152406,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,ABCO,Live,0,fir,0,16.3,None,fir
control,240,0240-00114,2003,2003-06-01,post_1,0240-00114-15,Live,ABCO,17.3,24.69136,0.5803995,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,ABCO,Live,0,fir,0,17.3,None,fir
control,240,0240-00114,2003,2003-06-01,post_1,0240-00114-16,Live,ABCO,32.8,24.69136,2.086328,2.0,1.599999999999998,0.7999999999999989,2001.0,2003,ABCO,Live,0,fir,0,32.8,None,fir
burn,340,0340-00006,2003,2003-06-01,post_1,0340-00006-16,Live,ABCO,62.0,24.69136,7.454495,2.0,0.2999999999999971,0.1499999999999985,2001.0,2003,ABCO,Live,0,fir,0,62.0,Burn,fir
control,240,0240-00115,2003,2003-06-01,post_1,0240-00115-13,Live,ABCO,36.1,24.69136,2.527256,2.0,0.5,0.25,2001.0,2003,ABCO,Live,0,fir,0,36.1,None,fir
control,240,0240-00115,2003,2003-06-01,post_1,0240-00115-29,Live,ABCO,46.5,24.69136,4.193154,2.0,0.5,0.25,2001.0,2003,ABCO,Live,0,fir,0,46.5,None,fir
mech,490,0490-00117,2003,2003-06-01,post_1,0490-00117-2,Live,ABCO,59.2,24.69136,6.79639,2.0,0.8000000000000043,0.4000000000000021,2001.0,2003,ABCO,Live,0,fir,0,59.2,Thin,fir
control,240,0240-00115,2003,2003-06-01,post_1,0240-00115-32,Live,ABCO,19.1,24.69136,0.7074595,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,ABCO,Live,0,fir,0,19.1,None,fir
control,240,0240-00115,2003,2003-06-01,post_1,0240-00115-33,Live,ABCO,29.2,24.69136,1.653486,2.0,0.5,0.25,2001.0,2003,ABCO,Live,0,fir,0,29.2,None,fir
control,240,0240-00115,2003,2003-06-01,post_1,0240-00115-35,Live,ABCO,35.1,24.69136,2.389181,2.0,0.6000000000000014,0.3000000000000007,2001.0,2003,ABCO,Live,0,fir,0,35.1,None,fir
control,240,0240-00115,2003,2003-06-01,post_1,0240-00115-39,Live,ABCO,27.7,24.69136,1.487971,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,27.7,None,fir
control,240,0240-00115,2003,2003-06-01,post_1,0240-00115-51,Live,ABCO,54.4,24.69136,5.738953,2.0,1.2999999999999972,0.6499999999999986,2001.0,2003,ABCO,Live,0,fir,0,54.4,None,fir
control,40,0040-00104,2003,2003-06-01,post_1,0040-00104-8,Live,PSME,47.2,24.69136,4.320349,2.0,0.7000000000000028,0.3500000000000014,2001.0,2003,ABCO,Live,0,fir,0,47.2,None,fir
burn,340,0340-00108,2003,2003-06-01,post_1,0340-00108-29,Live,ABCO,30.5,24.69136,1.803992,2.0,2.1000000000000014,1.0500000000000007,2001.0,2003,ABCO,Live,0,fir,0,30.5,Burn,fir
burn,60,0060-00119,2003,2003-06-01,post_1,0060-00119-6,Live,PSME,48.0,24.69136,4.468043,2.0,1.2999999999999972,0.6499999999999986,2001.0,2003,ABCO,Live,0,fir,0,48.0,Burn,fir
mechburn,380,0380-00113,2003,2003-06-01,post_1,0380-00113-12,Live,ABCO,19.8,24.69136,0.7602654,2.0,0.6999999999999993,0.3499999999999996,2001.0,2003,ABCO,Live,0,fir,0,19.8,Burn+Thin,fir
burn,340,0340-00024,2003,2003-06-01,post_1,0340-00024-12,Live,ABCO,45.7,24.69136,4.050114,2.0,1.2000000000000028,0.6000000000000014,2001.0,2003,ABCO,Live,0,fir,0,45.7,Burn,fir
burn,340,0340-00024,2003,2003-06-01,post_1,0340-00024-19,Live,ABCO,36.1,24.69136,2.527256,2.0,1.3000000000000045,0.6500000000000021,2001.0,2003,ABCO,Live,0,fir,0,36.1,Burn,fir
burn,340,0340-00024,2003,2003-06-01,post_1,0340-00024-27,Live,ABCO,51.3,24.69136,5.103517,2.0,2.0,1.0,2001.0,2003,ABCO,Live,0,fir,0,51.3,Burn,fir
burn,340,0340-00026,2003,2003-06-01,post_1,0340-00026-14,Live,ABCO,42.4,24.69136,3.486315,2.0,2.5,1.25,2001.0,2003,ABCO,Live,0,fir,0,42.4,Burn,fir
burn,340,0340-00026,2003,2003-06-01,post_1,0340-00026-17,Live,ABCO,25.4,24.69136,1.25113,2.0,0.5,0.25,2001.0,2003,ABCO,Live,0,fir,0,25.4,Burn,fir
burn,340,0340-00026,2003,2003-06-01,post_1,0340-00026-20,Live,ABCO,19.6,24.69136,0.7449841,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,ABCO,Live,0,fir,0,19.6,Burn,fir
burn,340,0340-00103,2003,2003-06-01,post_1,0340-00103-4,Live,ABCO,21.6,24.69136,0.9047787,2.0,0.5,0.25,2001.0,2003,ABCO,Live,0,fir,0,21.6,Burn,fir
burn,340,0340-00103,2003,2003-06-01,post_1,0340-00103-15,Live,ABCO,17.3,24.69136,0.5803995,2.0,1.3000000000000007,0.6500000000000004,2001.0,2003,ABCO,Live,0,fir,0,17.3,Burn,fir
mechburn,380,0380-00125,2003,2003-06-01,post_1,0380-00125-10,Snag,ABCO,20.8,24.69136,0.8389992,2.0,0.5,0.25,2001.0,2003,ABCO,Snag,0,fir,0,20.8,Burn+Thin,fir
burn,340,0340-00109,2003,2003-06-01,post_1,0340-00109-20,Live,ABCO,24.1,24.69136,1.126339,2.0,1.7000000000000028,0.8500000000000014,2001.0,2003,ABCO,Live,0,fir,0,24.1,Burn,fir
burn,340,0340-00109,2003,2003-06-01,post_1,0340-00109-26,Live,ABCO,18.5,24.69136,0.6637099,2.0,1.0,0.5,2001.0,2003,ABCO,Live,0,fir,0,18.5,Burn,fir
burn,340,0340-00112,2003,2003-06-01,post_1,0340-00112-20,Live,ABCO,17.3,24.69136,0.5803995,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,17.3,Burn,fir
burn,340,0340-00112,2003,2003-06-01,post_1,0340-00112-27,Live,ABCO,20.3,24.69136,0.7991475,2.0,0.1999999999999993,0.0999999999999996,2001.0,2003,ABCO,Live,0,fir,0,20.3,Burn,fir
mech,350,0350-00105,2003,2003-06-01,post_1,0350-00105-18,Live,ABCO,53.8,24.69136,5.613056,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,53.8,Thin,fir
burn,400,0400-00101,2003,2003-06-01,post_1,0400-00101-1,Live,ABCO,17.8,24.69136,0.6144335,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,ABCO,Live,0,fir,0,17.8,Burn,fir
control,40,0040-00105,2003,2003-06-01,post_1,0040-00105-18,Live,PSME,80.5,24.69136,12.56686,2.0,1.7999999999999972,0.8999999999999986,2001.0,2003,ABCO,Live,0,fir,0,80.5,None,fir
burn,400,0400-00102,2003,2003-06-01,post_1,0400-00102-4,Live,ABCO,19.3,24.69136,0.722353,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,19.3,Burn,fir
burn,340,0340-00114,2003,2003-06-01,post_1,0340-00114-18,Live,ABCO,18.8,24.69136,0.6854102,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,18.8,Burn,fir
burn,340,0340-00117,2003,2003-06-01,post_1,0340-00117-6,Live,ABCO,66.3,24.69136,8.524363,2.0,1.7999999999999972,0.8999999999999986,2001.0,2003,ABCO,Live,0,fir,0,66.3,Burn,fir
burn,340,0340-00121,2003,2003-06-01,post_1,0340-00121-3,Live,ABCO,36.3,24.69136,2.555337,2.0,0.5,0.25,2001.0,2003,ABCO,Live,0,fir,0,36.3,Burn,fir
burn,340,0340-00122,2003,2003-06-01,post_1,0340-00122-15,Live,ABCO,28.7,24.69136,1.597345,2.0,1.0,0.5,2001.0,2003,ABCO,Live,0,fir,0,28.7,Burn,fir
burn,340,0340-00122,2003,2003-06-01,post_1,0340-00122-1,Live,ABCO,34.3,24.69136,2.281514,2.0,0.7999999999999972,0.3999999999999986,2001.0,2003,ABCO,Live,0,fir,0,34.3,Burn,fir
burn,340,0340-00123,2003,2003-06-01,post_1,0340-00123-3,Live,ABCO,41.9,24.69136,3.404575,2.0,1.5,0.75,2001.0,2003,ABCO,Live,0,fir,0,41.9,Burn,fir
burn,340,0340-00122,2003,2003-06-01,post_1,0340-00122-19,Live,ABCO,17.0,24.69136,0.5604446,2.0,0.1999999999999993,0.0999999999999996,2001.0,2003,ABCO,Live,0,fir,0,17.0,Burn,fir
burn,340,0340-00123,2003,2003-06-01,post_1,0340-00123-9,Live,ABCO,50.8,24.69136,5.004518,2.0,1.0,0.5,2001.0,2003,ABCO,Live,0,fir,0,50.8,Burn,fir
burn,340,0340-00123,2003,2003-06-01,post_1,0340-00123-14,Live,ABCO,17.8,24.69136,0.6144335,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,17.8,Burn,fir
burn,340,0340-00124,2003,2003-06-01,post_1,0340-00124-10,Live,ABCO,67.8,24.69136,8.914444,2.0,2.5,1.25,2001.0,2003,ABCO,Live,0,fir,0,67.8,Burn,fir
burn,60,0060-00119,2003,2003-06-01,post_1,0060-00119-5,Live,ABCO,17.8,24.69136,0.6144335,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,ABCO,Live,0,fir,0,17.8,Burn,fir
mech,350,0350-00110,2003,2003-06-01,post_1,0350-00110-4,Live,ABCO,37.6,24.69136,2.741641,2.0,1.0,0.5,2001.0,2003,ABCO,Live,0,fir,0,37.6,Thin,fir
mechburn,380,0380-00002,2003,2003-06-01,post_1,0380-00002-25,Live,ABCO,47.0,24.69136,4.283814,2.0,1.7999999999999972,0.8999999999999986,2001.0,2003,ABCO,Live,0,fir,0,47.0,Burn+Thin,fir
mech,350,0350-00102,2003,2003-06-01,post_1,0350-00102-17,Live,ABCO,22.1,24.69136,0.9471514,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,ABCO,Live,0,fir,0,22.1,Thin,fir
mech,350,0350-00103,2003,2003-06-01,post_1,0350-00103-5,Live,ABCO,27.9,24.69136,1.509535,2.0,1.1999999999999993,0.5999999999999996,2001.0,2003,ABCO,Live,0,fir,0,27.9,Thin,fir
mech,350,0350-00110,2003,2003-06-01,post_1,0350-00110-12,Live,ABCO,23.1,24.69136,1.034806,2.0,0.7000000000000028,0.3500000000000014,2001.0,2003,ABCO,Live,0,fir,0,23.1,Thin,fir
control,590,0590-00009,2003,2003-06-01,post_1,0590-00009-69,Live,ABCO,18.8,24.69136,0.6854102,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,ABCO,Live,0,fir,0,18.8,None,fir
burn,400,0400-00102,2003,2003-06-01,post_1,0400-00102-13,Live,ABCO,42.2,24.69136,3.453502,2.0,1.8000000000000045,0.9000000000000021,2001.0,2003,ABCO,Live,0,fir,0,42.2,Burn,fir
mechburn,380,0380-00120,2003,2003-06-01,post_1,0380-00120-4,Live,ABCO,66.0,24.69136,8.447394,2.0,2.0,1.0,2001.0,2003,ABCO,Live,0,fir,0,66.0,Burn+Thin,fir
mechburn,380,0380-00125,2003,2003-06-01,post_1,0380-00125-12,Live,ABCO,54.6,24.69136,5.781229,2.0,2.5,1.25,2001.0,2003,ABCO,Live,0,fir,0,54.6,Burn+Thin,fir
mech,490,0490-00041,2003,2003-06-01,post_1,0490-00041-1,Live,ABCO,62.2,24.69136,7.502666,2.0,2.8000000000000043,1.400000000000002,2001.0,2003,ABCO,Live,0,fir,0,62.2,Thin,fir
mechburn,380,0380-00104,2003,2003-06-01,post_1,0380-00104-6,Live,ABCO,20.3,24.69136,0.7991475,2.0,1.1999999999999993,0.5999999999999996,2001.0,2003,ABCO,Live,0,fir,0,20.3,Burn+Thin,fir
mech,490,0490-00020,2003,2003-06-01,post_1,0490-00020-5,Live,ABCO,58.2,24.69136,6.568721,2.0,1.6000000000000014,0.8000000000000007,2001.0,2003,ABCO,Live,0,fir,0,58.2,Thin,fir
burn,400,0400-00110,2003,2003-06-01,post_1,0400-00110-5,Live,PSME,51.3,24.69136,5.103517,2.0,1.0,0.5,2001.0,2003,ABCO,Live,0,fir,0,51.3,Burn,fir
mechburn,380,0380-00113,2003,2003-06-01,post_1,0380-00113-23,Live,ABCO,17.8,24.69136,0.6144335,2.0,0.5,0.25,2001.0,2003,ABCO,Live,0,fir,0,17.8,Burn+Thin,fir
mechburn,380,0380-00118,2003,2003-06-01,post_1,0380-00118-14,Snag,ABCO,21.6,24.69136,0.9047787,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,ABCO,Snag,0,fir,0,21.6,Burn+Thin,fir
mechburn,380,0380-00119,2003,2003-06-01,post_1,0380-00119-8,Live,ABCO,19.3,24.69136,0.722353,2.0,1.0,0.5,2001.0,2003,ABCO,Live,0,fir,0,19.3,Burn+Thin,fir
mechburn,380,0380-00125,2003,2003-06-01,post_1,0380-00125-11,Snag,ABCO,63.2,24.69136,7.745849,2.0,0.5,0.25,2001.0,2003,ABCO,Snag,0,fir,0,63.2,Burn+Thin,fir
burn,400,0400-00009,2003,2003-06-01,post_1,0400-00009-8,Live,ABCO,20.3,24.69136,0.7991475,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,20.3,Burn,fir
burn,400,0400-00102,2003,2003-06-01,post_1,0400-00102-18,Live,ABCO,20.6,24.69136,0.8229421,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,ABCO,Live,0,fir,0,20.6,Burn,fir
mechburn,570,0570-00025,2003,2003-06-01,post_1,0570-00025-33,Live,ABCO,52.8,24.69136,5.406332,2.0,3.299999999999997,1.6499999999999986,2001.0,2003,ABCO,Live,0,fir,0,52.8,Burn+Thin,fir
