Unit,Treatment,Year,PFT,BAperTree_m2ha
350,Thin,2020,pine,10.859866465726196
350,Thin,2020,psme,9.782159270330418
350,Thin,2020,unknown,0.0
380,Burn+Thin,2001,cedar,5.770205441999655
380,Burn+Thin,2001,fir,10.398054164076244
380,Burn+Thin,2001,oak,6.195997520750057
380,Burn+Thin,2001,other_hardwood,0.1917981584924739
380,Burn+Thin,2001,pine,22.186323945723636
380,Burn+Thin,2001,psme,12.455327313193383
380,Burn+Thin,2001,unknown,0.0
380,Burn+Thin,2003,cedar,3.2959037577433064
380,Burn+Thin,2003,fir,7.63628300754857
380,Burn+Thin,2003,oak,3.6967827613138153
380,Burn+Thin,2003,other_hardwood,0.19441058913347464
380,Burn+Thin,2003,pine,19.92802246436485
380,Burn+Thin,2003,psme,9.279038495821645
380,Burn+Thin,2003,unknown,0.0
380,Burn+Thin,2009,cedar,3.348182804742154
380,Burn+Thin,2009,fir,5.320527169794426
380,Burn+Thin,2009,oak,3.855251566994814
380,Burn+Thin,2009,other_hardwood,0.19441058913347464
380,Burn+Thin,2009,pine,20.62715642048554
380,Burn+Thin,2009,psme,9.796246748363767
380,Burn+Thin,2009,unknown,0.0
380,Burn+Thin,2016,cedar,3.2617013783245477
380,Burn+Thin,2016,fir,5.604794443440224
380,Burn+Thin,2016,oak,2.327199776155499
380,Burn+Thin,2016,other_hardwood,0.21443860515406105
380,Burn+Thin,2016,pine,21.97855724888025
380,Burn+Thin,2016,psme,10.252307432232003
380,Burn+Thin,2016,unknown,0.0
380,Burn+Thin,2020,cedar,2.7844490864911426
380,Burn+Thin,2020,fir,4.928293242533274
380,Burn+Thin,2020,oak,0.5112185831822408
380,Burn+Thin,2020,other_hardwood,0.19627173450764046
380,Burn+Thin,2020,pine,17.76848596618791
380,Burn+Thin,2020,psme,9.156471576239085
380,Burn+Thin,2020,unknown,0.0
400,Burn,2001,cedar,9.59246581372557
400,Burn,2001,fir,9.946746707929394
400,Burn,2001,oak,0.0
400,Burn,2001,other_hardwood,0.0
400,Burn,2001,pine,15.05638026188347
400,Burn,2001,psme,14.67708792683394
400,Burn,2001,unknown,0.025132741228718346
400,Burn,2003,cedar,8.873568839986078
400,Burn,2003,fir,10.382059530478655
400,Burn,2003,oak,0.0
400,Burn,2003,other_hardwood,0.0
400,Burn,2003,pine,15.252228129655961
400,Burn,2003,psme,15.459353578744063
400,Burn,2003,unknown,0.026084054754133508
400,Burn,2009,cedar,9.406139167011961
400,Burn,2009,fir,9.63798214620525
400,Burn,2009,oak,0.0
400,Burn,2009,other_hardwood,0.0
400,Burn,2009,pine,16.86212746751101
400,Burn,2009,psme,15.452411395290408
400,Burn,2009,unknown,0.03926990816987242
400,Burn,2016,cedar,9.11851144469042
400,Burn,2016,fir,10.996909322383159
400,Burn,2016,oak,0.0
400,Burn,2016,other_hardwood,0.0
400,Burn,2016,pine,18.959340734677813
400,Burn,2016,psme,16.022939224090365
400,Burn,2016,unknown,0.0
400,Burn,2020,cedar,9.584086944172178
400,Burn,2020,fir,10.445212592942424
400,Burn,2020,oak,0.0
400,Burn,2020,other_hardwood,0.0
400,Burn,2020,pine,19.90915123655909
400,Burn,2020,psme,15.240367525685212
400,Burn,2020,unknown,0.0
490,Thin,2001,cedar,5.752102996081049
490,Thin,2001,fir,12.570912288322095
490,Thin,2001,oak,0.7358689917181966
490,Thin,2001,other_hardwood,0.8997511542404124
490,Thin,2001,pine,15.379979031418781
490,Thin,2001,psme,14.013278234859758
490,Thin,2001,unknown,0.0
490,Thin,2003,cedar,3.067254717424224
490,Thin,2003,fir,9.746072568442823
490,Thin,2003,oak,0.4544510122958485
490,Thin,2003,other_hardwood,0.8729811032779364
490,Thin,2003,pine,15.59067583321801
490,Thin,2003,psme,11.37720710914073
490,Thin,2003,unknown,0.0
490,Thin,2009,cedar,3.714821393631646
490,Thin,2009,fir,11.440843013582304
490,Thin,2009,oak,0.4969047282705933
490,Thin,2009,other_hardwood,1.0715786009330976
490,Thin,2009,pine,18.01540613064382
490,Thin,2009,psme,13.367630875414136
490,Thin,2009,unknown,0.0
490,Thin,2016,cedar,4.6816224116255105
490,Thin,2016,fir,13.196835264015471
490,Thin,2016,oak,0.33890496355087263
490,Thin,2016,other_hardwood,1.0896744337991688
490,Thin,2016,pine,21.24981055244223
490,Thin,2016,psme,15.780633291046815
490,Thin,2016,unknown,0.0
490,Thin,2020,cedar,5.164033267100284
490,Thin,2020,fir,10.05116989840425
490,Thin,2020,oak,0.27545251948088845
490,Thin,2020,other_hardwood,1.0938737720321894
490,Thin,2020,pine,15.231905510784284
490,Thin,2020,psme,10.033284707852982
490,Thin,2020,unknown,0.0
570,Burn+Thin,2001,cedar,13.90152785718075
570,Burn+Thin,2001,fir,7.520234320254215
570,Burn+Thin,2001,oak,11.954318552269802
570,Burn+Thin,2001,other_hardwood,0.0
570,Burn+Thin,2001,pine,18.650242593453353
570,Burn+Thin,2001,psme,1.7356743087384534
570,Burn+Thin,2001,unknown,0.0
570,Burn+Thin,2003,cedar,6.832638953984617
570,Burn+Thin,2003,fir,4.041762577767606
570,Burn+Thin,2003,oak,6.81582706996478
570,Burn+Thin,2003,other_hardwood,0.0
570,Burn+Thin,2003,pine,15.869630934899634
570,Burn+Thin,2003,psme,1.694152925833508
570,Burn+Thin,2003,unknown,0.0
570,Burn+Thin,2009,cedar,8.058047277088967
570,Burn+Thin,2009,fir,3.7530829378261785
570,Burn+Thin,2009,oak,4.702414423709542
570,Burn+Thin,2009,other_hardwood,0.0
570,Burn+Thin,2009,pine,17.503766351080188
570,Burn+Thin,2009,psme,2.066296392266869
570,Burn+Thin,2009,unknown,0.0
570,Burn+Thin,2016,cedar,10.018620276715726
570,Burn+Thin,2016,fir,3.6485542408454084
570,Burn+Thin,2016,oak,4.226517459190992
570,Burn+Thin,2016,other_hardwood,0.0
570,Burn+Thin,2016,pine,19.20068761825311
570,Burn+Thin,2016,psme,2.6283479949097313
570,Burn+Thin,2016,unknown,0.0
570,Burn+Thin,2020,cedar,10.76926518137541
570,Burn+Thin,2020,fir,3.716284140551442
570,Burn+Thin,2020,oak,3.6476745403608644
570,Burn+Thin,2020,other_hardwood,0.0
570,Burn+Thin,2020,pine,20.87508840772304
570,Burn+Thin,2020,psme,2.9220272046699893
570,Burn+Thin,2020,unknown,0.0
590,None,2001,cedar,15.728575863081085
590,None,2001,fir,7.063935504779334
590,None,2001,oak,2.485356683154952
590,None,2001,other_hardwood,0.0
590,None,2001,pine,19.735940247119963
590,None,2001,psme,5.0858215521368955
590,None,2001,unknown,0.0
590,None,2003,cedar,15.917517531982442
590,None,2003,fir,7.595922392116745
590,None,2003,oak,2.5374320463801006
590,None,2003,other_hardwood,0.0
590,None,2003,pine,20.29219324271266
590,None,2003,psme,5.337242519205307
590,None,2003,unknown,0.0
590,None,2009,cedar,16.83281167256409
590,None,2009,fir,9.484301556897982
590,None,2009,oak,2.6268403873045076
590,None,2009,other_hardwood,0.0
590,None,2009,pine,21.864233201299406
590,None,2009,psme,6.835350567529017
590,None,2009,unknown,0.0
590,None,2016,cedar,20.69440289591803
590,None,2016,fir,11.61696940688418
590,None,2016,oak,2.741451396690112
590,None,2016,other_hardwood,0.0
590,None,2016,pine,24.510655371579688
590,None,2016,psme,8.550860096123499
590,None,2016,unknown,0.0
590,None,2020,cedar,20.981035394314564
590,None,2020,fir,11.36095545307017
590,None,2020,oak,2.724163729756197
590,None,2020,other_hardwood,0.0
590,None,2020,pine,23.468626343976833
590,None,2020,psme,9.362709799765739
590,None,2020,unknown,0.0
