Unit,Treatment,Year,Size_class,TPH
380,Burn+Thin,2020,80.0,12.5
380,Burn+Thin,2020,90.0,11.25
380,Burn+Thin,2020,100.0,10.0
380,Burn+Thin,2020,152.9,5.0
400,Burn,2001,20.0,111.25
400,Burn,2001,30,137.5
400,Burn,2001,40,38.75
400,Burn,2001,50,48.75
400,Burn,2001,60,31.25
400,Burn,2001,70,25.0
400,Burn,2001,80.0,12.5
400,Burn,2001,90.0,8.75
400,Burn,2001,100.0,5.0
400,Burn,2001,152.9,0.0
400,Burn,2003,20.0,87.5
400,Burn,2003,30,125.0
400,Burn,2003,40,41.25
400,Burn,2003,50,41.25
400,Burn,2003,60,35.0
400,Burn,2003,70,25.0
400,Burn,2003,80.0,16.25
400,Burn,2003,90.0,7.5
400,Burn,2003,100.0,6.25
400,Burn,2003,152.9,0.0
400,Burn,2009,20.0,35.0
400,Burn,2009,30,86.25
400,Burn,2009,40,40.0
400,Burn,2009,50,33.75
400,Burn,2009,60,33.75
400,Burn,2009,70,25.0
400,Burn,2009,80.0,22.5
400,Burn,2009,90.0,8.75
400,Burn,2009,100.0,7.5
400,Burn,2009,152.9,1.25
400,Burn,2016,20.0,16.25
400,Burn,2016,30,48.75
400,Burn,2016,40,38.75
400,Burn,2016,50,22.5
400,Burn,2016,60,32.5
400,Burn,2016,70,31.25
400,Burn,2016,80.0,25.0
400,Burn,2016,90.0,12.5
400,Burn,2016,100.0,8.75
400,Burn,2016,152.9,3.75
400,Burn,2020,20.0,12.5
400,Burn,2020,30,46.25
400,Burn,2020,40,31.25
400,Burn,2020,50,23.75
400,Burn,2020,60,26.25
400,Burn,2020,70,26.25
400,Burn,2020,80.0,26.25
400,Burn,2020,90.0,17.5
400,Burn,2020,100.0,7.5
400,Burn,2020,152.9,5.0
490,Thin,2001,20.0,77.5
490,Thin,2001,30,102.5
490,Thin,2001,40,55.0
490,Thin,2001,50,30.0
490,Thin,2001,60,26.25
490,Thin,2001,70,23.75
490,Thin,2001,80.0,13.75
490,Thin,2001,90.0,15.0
490,Thin,2001,100.0,2.5
490,Thin,2001,152.9,2.5
490,Thin,2003,20.0,28.75
490,Thin,2003,30,51.25
490,Thin,2003,40,25.0
490,Thin,2003,50,17.5
490,Thin,2003,60,18.75
490,Thin,2003,70,22.5
490,Thin,2003,80.0,12.5
490,Thin,2003,90.0,15.0
490,Thin,2003,100.0,6.25
490,Thin,2003,152.9,2.5
490,Thin,2009,20.0,23.75
490,Thin,2009,30,53.75
490,Thin,2009,40,21.25
490,Thin,2009,50,23.75
490,Thin,2009,60,16.25
490,Thin,2009,70,23.75
490,Thin,2009,80.0,17.5
490,Thin,2009,90.0,12.5
490,Thin,2009,100.0,11.25
490,Thin,2009,152.9,5.0
490,Thin,2016,20.0,20.0
490,Thin,2016,30,41.25
490,Thin,2016,40,31.25
490,Thin,2016,50,26.25
490,Thin,2016,60,17.5
490,Thin,2016,70,20.0
490,Thin,2016,80.0,13.75
490,Thin,2016,90.0,18.75
490,Thin,2016,100.0,7.5
490,Thin,2016,152.9,16.25
490,Thin,2020,20.0,11.25
490,Thin,2020,30,30.0
490,Thin,2020,40,31.25
490,Thin,2020,50,16.25
490,Thin,2020,60,8.75
490,Thin,2020,70,7.5
490,Thin,2020,80.0,13.75
490,Thin,2020,90.0,8.75
490,Thin,2020,100.0,10.0
490,Thin,2020,152.9,12.5
570,Burn+Thin,2001,20.0,56.94444444444444
570,Burn+Thin,2001,30,162.5
570,Burn+Thin,2001,40,90.27777777777777
570,Burn+Thin,2001,50,55.55555555555556
570,Burn+Thin,2001,60,36.111111111111114
570,Burn+Thin,2001,70,19.444444444444443
570,Burn+Thin,2001,80.0,6.944444444444445
570,Burn+Thin,2001,90.0,2.7777777777777777
570,Burn+Thin,2001,100.0,4.166666666666667
570,Burn+Thin,2001,152.9,4.166666666666667
570,Burn+Thin,2003,20.0,8.333333333333334
570,Burn+Thin,2003,30,34.72222222222222
570,Burn+Thin,2003,40,37.5
570,Burn+Thin,2003,50,36.111111111111114
570,Burn+Thin,2003,60,30.555555555555557
570,Burn+Thin,2003,70,19.444444444444443
570,Burn+Thin,2003,80.0,6.944444444444445
570,Burn+Thin,2003,90.0,2.7777777777777777
570,Burn+Thin,2003,100.0,4.166666666666667
570,Burn+Thin,2003,152.9,2.7777777777777777
570,Burn+Thin,2009,20.0,6.944444444444445
570,Burn+Thin,2009,30,30.555555555555557
570,Burn+Thin,2009,40,25.0
570,Burn+Thin,2009,50,27.77777777777778
570,Burn+Thin,2009,60,33.333333333333336
570,Burn+Thin,2009,70,19.444444444444443
570,Burn+Thin,2009,80.0,13.88888888888889
570,Burn+Thin,2009,90.0,5.555555555555555
570,Burn+Thin,2009,100.0,2.7777777777777777
570,Burn+Thin,2009,152.9,2.7777777777777777
570,Burn+Thin,2016,20.0,5.555555555555555
570,Burn+Thin,2016,30,25.0
570,Burn+Thin,2016,40,15.277777777777779
570,Burn+Thin,2016,50,18.055555555555557
570,Burn+Thin,2016,60,37.5
570,Burn+Thin,2016,70,12.5
570,Burn+Thin,2016,80.0,22.22222222222222
570,Burn+Thin,2016,90.0,8.333333333333334
570,Burn+Thin,2016,100.0,4.166666666666667
570,Burn+Thin,2016,152.9,4.166666666666667
570,Burn+Thin,2020,20.0,4.166666666666667
570,Burn+Thin,2020,30,15.277777777777779
570,Burn+Thin,2020,40,18.055555555555557
570,Burn+Thin,2020,50,13.88888888888889
570,Burn+Thin,2020,60,36.111111111111114
570,Burn+Thin,2020,70,20.833333333333332
570,Burn+Thin,2020,80.0,20.833333333333332
570,Burn+Thin,2020,90.0,8.333333333333334
570,Burn+Thin,2020,100.0,5.555555555555555
570,Burn+Thin,2020,152.9,4.166666666666667
590,None,2001,20.0,98.52941176470588
590,None,2001,30,116.17647058823529
590,None,2001,40,60.294117647058826
590,None,2001,50,33.8235294117647
590,None,2001,60,22.058823529411764
590,None,2001,70,27.941176470588236
590,None,2001,80.0,17.647058823529413
590,None,2001,90.0,16.176470588235293
590,None,2001,100.0,0.0
590,None,2001,152.9,0.0
590,None,2003,20.0,95.58823529411765
590,None,2003,30,108.82352941176471
590,None,2003,40,58.8235294117647
590,None,2003,50,42.64705882352941
590,None,2003,60,22.058823529411764
590,None,2003,70,25.0
590,None,2003,80.0,20.58823529411765
590,None,2003,90.0,17.647058823529413
590,None,2003,100.0,0.0
590,None,2003,152.9,0.0
590,None,2009,20.0,80.88235294117646
590,None,2009,30,130.88235294117646
590,None,2009,40,57.35294117647059
590,None,2009,50,39.705882352941174
590,None,2009,60,22.058823529411764
590,None,2009,70,30.88235294117647
590,None,2009,80.0,23.529411764705884
590,None,2009,90.0,10.294117647058824
590,None,2009,100.0,8.823529411764707
590,None,2009,152.9,0.0
590,None,2016,20.0,70.58823529411765
590,None,2016,30,123.52941176470588
590,None,2016,40,63.23529411764706
590,None,2016,50,39.705882352941174
590,None,2016,60,32.35294117647059
590,None,2016,70,29.41176470588235
590,None,2016,80.0,20.58823529411765
590,None,2016,90.0,16.176470588235293
590,None,2016,100.0,16.176470588235293
590,None,2016,152.9,1.4705882352941178
590,None,2020,20.0,76.47058823529412
590,None,2020,30,111.76470588235294
590,None,2020,40,67.6470588235294
590,None,2020,50,36.76470588235294
590,None,2020,60,32.35294117647059
590,None,2020,70,17.647058823529413
590,None,2020,80.0,22.058823529411764
590,None,2020,90.0,20.58823529411765
590,None,2020,100.0,14.705882352941176
590,None,2020,152.9,4.411764705882353
