treatment,comp,plot_id,year,timestep,tree_id,Status_raw,Species_raw,dbh_cm,tph,time_increment_yr,dbh_delta_cm,dbh_increment_cm/yr,start_year,end_year,species,status,Remove flag,Outlier,DBH_BA,Treatment,PFT_simple
mech,190,0190-00113,2020,post_18,0190-00113-14,Live,NODE,18.796,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,18.796,Thin,other_hardwood
mech,190,0190-00113,2020,post_18,0190-00113-11,Live,NODE,34.798,24.69135802,4.0,1.2700000000000031,0.3175000000000008,2016.0,2020,NODE,Live,0,0,34.798,Thin,other_hardwood
mech,190,0190-00113,2020,post_18,0190-00113-13,Live,NODE,30.734,24.69135802,4.0,1.2700000000000031,0.3175000000000008,2016.0,2020,NODE,Live,0,0,30.734,Thin,other_hardwood
mech,490,0490-00124,2020,post_18,0490-00124-7,Live,CHCH,33.782,24.69135802,4.0,2.539999999999996,0.6349999999999989,2016.0,2020,CHCH,Live,0,0,33.782,Thin,other_hardwood
control,40,0040-00109,2020,post_18,0040-00109-13,Live,NODE,27.686,24.69135802,4.0,0.7620000000000005,0.1905000000000001,2016.0,2020,NODE,Live,0,0,27.686,None,other_hardwood
control,40,0040-00115,2020,post_18,0040-00115-3,Live,NODE,31.496,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,31.496,None,other_hardwood
control,40,0040-00115,2020,post_18,0040-00115-4,Live,NODE,16.51,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,16.51,None,other_hardwood
control,40,0040-00115,2020,post_18,0040-00115-19,Live,NODE,29.21,24.69135802,4.0,-1.524000000000001,-0.3810000000000002,2016.0,2020,NODE,Live,0,0,29.21,None,other_hardwood
control,40,0040-00110,2020,post_18,0040-00110-20,Live,NODE,22.86,24.69135802,4.0,0.2539999999999978,0.0634999999999994,2016.0,2020,NODE,Live,0,0,22.86,None,other_hardwood
control,40,0040-00110,2020,post_18,0040-00110-30,Live,NODE,19.304,24.69135802,4.0,-0.2540000000000013,-0.0635000000000003,2016.0,2020,NODE,Live,0,0,19.304,None,other_hardwood
control,40,0040-00110,2020,post_18,0040-00110-5,Live,NODE,34.29,24.69135802,4.0,-4.572000000000003,-1.143000000000001,2016.0,2020,NODE,Live,0,1,42.726,None,other_hardwood
control,40,0040-00111,2020,post_18,0040-00111-12,Live,NODE,16.256,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,16.256,None,other_hardwood
control,40,0040-00103,2020,post_18,0040-00103-11,Live,NODE,17.272,24.69135802,4.0,0.2539999999999978,0.0634999999999994,2016.0,2020,NODE,Live,0,0,17.272,None,other_hardwood
control,40,0040-00111,2020,post_18,0040-00111-21,Live,NODE,20.828,24.69135802,4.0,0.2539999999999978,0.0634999999999994,2016.0,2020,NODE,Live,0,0,20.828,None,other_hardwood
control,40,0040-00109,2020,post_18,0040-00109-17,Live,NODE,29.718,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,29.718,None,other_hardwood
control,40,0040-00111,2020,post_18,0040-00111-11,Live,NODE,21.844,24.69135802,4.0,0.5080000000000027,0.1270000000000006,2016.0,2020,NODE,Live,0,0,21.844,None,other_hardwood
control,40,0040-00104,2020,post_18,0040-00104-2,Live,NODE,22.352,24.69135802,4.0,0.2540000000000013,0.0635000000000003,2016.0,2020,NODE,Live,0,0,22.352,None,other_hardwood
control,40,0040-00109,2020,post_18,0040-00109-12,Live,NODE,34.29,24.69135802,4.0,0.2539999999999978,0.0634999999999994,2016.0,2020,NODE,Live,0,0,34.29,None,other_hardwood
control,40,0040-00115,2020,post_18,0040-00115-2,Live,NODE,31.496,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,31.496,None,other_hardwood
control,40,0040-00115,2020,post_18,0040-00115-15,Live,NODE,31.75,24.69135802,4.0,-2.539999999999999,-0.6349999999999998,2016.0,2020,NODE,Live,0,0,31.75,None,other_hardwood
control,40,0040-00110,2020,post_18,0040-00110-13,Live,NODE,16.51,24.69135802,4.0,0.5080000000000027,0.1270000000000006,2016.0,2020,NODE,Live,0,0,16.51,None,other_hardwood
control,40,0040-00103,2020,post_18,0040-00103-9,Live,NODE,16.764,24.69135802,4.0,0.5079999999999991,0.1269999999999997,2016.0,2020,NODE,Live,0,0,16.764,None,other_hardwood
control,40,0040-00115,2020,post_18,0040-00115-18,Live,NODE,33.02,24.69135802,4.0,-1.0159999999999982,-0.2539999999999995,2016.0,2020,NODE,Live,0,0,33.02,None,other_hardwood
control,40,0040-00111,2020,post_18,0040-00111-14,Live,NODE,18.542,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,18.542,None,other_hardwood
control,40,0040-00110,2020,post_18,0040-00110-15,Live,NODE,16.764,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,16.764,None,other_hardwood
control,40,0040-00115,2020,post_18,0040-00115-17,Live,NODE,25.908,24.69135802,4.0,-0.2539999999999978,-0.0634999999999994,2016.0,2020,NODE,Live,0,0,25.908,None,other_hardwood
control,240,0240-00101,2020,post_18,0240-00101-13,Live,NODE,36.068,24.69135802,4.0,0.7620000000000005,0.1905000000000001,2016.0,2020,NODE,Live,0,0,36.068,None,other_hardwood
control,40,0040-00103,2020,post_18,0040-00103-18,Live,NODE,25.908,24.69135802,4.0,1.2699999999999996,0.3174999999999999,2016.0,2020,NODE,Live,0,0,25.908,None,other_hardwood
control,40,0040-00103,2020,post_18,0040-00103-24,Live,NODE,18.034,24.69135802,4.0,1.7779999999999987,0.4444999999999997,2016.0,2020,NODE,Live,0,0,18.034,None,other_hardwood
control,40,0040-00104,2020,post_18,0040-00104-1,Live,NODE,21.59,24.69135802,4.0,0.7620000000000005,0.1905000000000001,2016.0,2020,NODE,Live,0,0,21.59,None,other_hardwood
control,40,0040-00103,2020,post_18,0040-00103-13,Live,NODE,40.64,24.69135802,4.0,1.2700000000000031,0.3175000000000008,2016.0,2020,NODE,Live,0,0,40.64,None,other_hardwood
control,40,0040-00110,2020,post_18,0040-00110-34,Live,NODE,18.034,24.69135802,4.0,-2.7940000000000005,-0.6985000000000001,2016.0,2020,NODE,Live,0,0,18.034,None,other_hardwood
control,40,0040-00103,2020,post_18,0040-00103-12,Live,NODE,22.098,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,22.098,None,other_hardwood
control,40,0040-00110,2020,post_18,0040-00110-43,Live,NODE,17.78,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,17.78,None,other_hardwood
control,40,0040-00103,2020,post_18,0040-00103-14,Live,NODE,29.464,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,29.464,None,other_hardwood
control,40,0040-00111,2020,post_18,0040-00111-17,Live,NODE,17.78,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,17.78,None,other_hardwood
control,40,0040-00110,2020,post_18,0040-00110-9,Live,NODE,20.32,24.69135802,4.0,0.5079999999999991,0.1269999999999997,2016.0,2020,NODE,Live,0,0,20.32,None,other_hardwood
control,40,0040-00110,2020,post_18,0040-00110-24,Live,NODE,17.526,24.69135802,4.0,0.2540000000000013,0.0635000000000003,2016.0,2020,NODE,Live,0,0,17.526,None,other_hardwood
control,40,0040-00115,2020,post_18,0040-00115-5,Live,NODE,16.002,24.69135802,4.0,-0.5080000000000027,-0.1270000000000006,2016.0,2020,NODE,Live,0,0,16.002,None,other_hardwood
control,40,0040-00103,2020,post_18,0040-00103-6,Live,NODE,23.622,24.69135802,4.0,1.0159999999999982,0.2539999999999995,2016.0,2020,NODE,Live,0,0,23.622,None,other_hardwood
control,40,0040-00110,2020,post_18,0040-00110-21,Live,NODE,29.972,24.69135802,4.0,-0.5079999999999991,-0.1269999999999997,2016.0,2020,NODE,Live,0,0,29.972,None,other_hardwood
control,40,0040-00110,2020,post_18,0040-00110-37,Live,NODE,15.494,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,15.494,None,other_hardwood
control,40,0040-00110,2020,post_18,0040-00110-32,Live,NODE,23.368,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,23.368,None,other_hardwood
control,40,0040-00110,2020,post_18,0040-00110-36,Live,NODE,18.288,24.69135802,4.0,0.5079999999999991,0.1269999999999997,2016.0,2020,NODE,Live,0,0,18.288,None,other_hardwood
control,40,0040-00110,2020,post_18,0040-00110-31,Live,NODE,23.114,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,23.114,None,other_hardwood
control,40,0040-00109,2020,post_18,0040-00109-1,Live,NODE,16.764,24.69135802,4.0,-0.2540000000000013,-0.0635000000000003,2016.0,2020,NODE,Live,0,0,16.764,None,other_hardwood
control,40,0040-00109,2020,post_18,0040-00109-11,Live,NODE,36.322,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,36.322,None,other_hardwood
burn,340,0340-00108,2020,post_18,0340-00108-3,Live,NODE,44.958,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,44.958,Burn,other_hardwood
mech,190,0190-00116,2020,post_18,0190-00116-16,Live,NODE,35.306,24.69135802,4.0,1.524000000000001,0.3810000000000002,2016.0,2020,NODE,Live,0,0,35.306,Thin,other_hardwood
control,40,0040-00109,2020,post_18,0040-00109-5,Live,NODE,18.796,24.69135802,4.0,0.5079999999999991,0.1269999999999997,2016.0,2020,NODE,Live,0,0,18.796,None,other_hardwood
control,40,0040-00109,2020,post_18,0040-00109-4,Live,NODE,21.336,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,21.336,None,other_hardwood
burn,340,0340-00013,2020,post_18,0340-00013-13,Live,NODE,40.132,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,40.132,Burn,other_hardwood
mech,190,0190-00116,2020,post_18,0190-00116-22,Live,NODE,25.4,24.69135802,4.0,3.0479999999999983,0.7619999999999996,2016.0,2020,NODE,Live,0,0,25.4,Thin,other_hardwood
mech,190,0190-00113,2020,post_18,0190-00113-10,Live,NODE,25.654,24.69135802,4.0,1.0159999999999982,0.2539999999999995,2016.0,2020,NODE,Live,0,0,25.654,Thin,other_hardwood
mech,190,0190-00113,2020,post_18,0190-00113-9,Live,NODE,22.606,24.69135802,4.0,1.0160000000000018,0.2540000000000004,2016.0,2020,NODE,Live,0,0,22.606,Thin,other_hardwood
mech,190,0190-00113,2020,post_18,0190-00113-8,Live,NODE,25.4,24.69135802,4.0,0.7619999999999969,0.1904999999999992,2016.0,2020,NODE,Live,0,0,25.4,Thin,other_hardwood
mech,190,0190-00113,2020,post_18,0190-00113-4,Live,NODE,28.448,24.69135802,4.0,2.032,0.508,2016.0,2020,NODE,Live,0,0,28.448,Thin,other_hardwood
burn,340,0340-00113,2020,post_18,0340-00113-23,Snag,NODE,28.702,24.69135802,4.0,-4.825999999999997,-1.2064999999999992,2016.0,2020,NODE,Snag,0,1,34.57257142857143,Burn,other_hardwood
burn,340,0340-00013,2020,post_18,0340-00013-21,Live,NODE,26.162,24.69135802,4.0,0.0,0.0,2016.0,2020,NODE,Live,0,0,26.162,Burn,other_hardwood
burn,340,0340-00108,2020,post_18,0340-00108-5,Live,NODE,16.002,24.69135802,4.0,0.7619999999999987,0.1904999999999996,2016.0,2020,NODE,Live,0,0,16.002,Burn,other_hardwood
burn,340,0340-00113,2020,post_18,0340-00113-25,Snag,NODE,47.498,24.69135802,4.0,-3.302,-0.8254999999999999,2016.0,2020,NODE,Snag,0,0,47.498,Burn,other_hardwood
burn,340,0340-00006,2020,post_18,0340-00006-31,Live,NODE,22.098,24.69135802,4.0,3.302,0.8254999999999999,2016.0,2020,NODE,Live,0,0,22.098,Burn,other_hardwood
burn,340,0340-00108,2020,post_18,0340-00108-6,Live,NODE,17.526,24.69135802,4.0,1.0159999999999982,0.2539999999999995,2016.0,2020,NODE,Live,0,0,17.526,Burn,other_hardwood
burn,340,0340-00121,2020,post_18,0340-00121-6,Live,NODE,34.29,24.69135802,4.0,1.524000000000001,0.3810000000000002,2016.0,2020,NODE,Live,0,0,34.29,Burn,other_hardwood
burn,340,0340-00116,2020,post_18,0340-00116-4,Live,NODE,19.05,24.69135802,4.0,2.7940000000000005,0.6985000000000001,2016.0,2020,NODE,Live,0,0,19.05,Burn,other_hardwood
burn,340,0340-00013,2020,post_18,0340-00013-10,Live,NODE,44.45,24.69135802,4.0,2.032000000000004,0.5080000000000009,2016.0,2020,NODE,Live,0,0,44.45,Burn,other_hardwood
mechburn,380,0380-00125,2020,post_18,0380-00125-14,Live,ACMA,42.418,24.69135802,4.0,-4.317999999999998,-1.0794999999999997,2016.0,2020,ACMA,Live,0,0,42.418,Burn+Thin,other_hardwood
control,40,0040-00116,2020,post_18,0040-00116-24,Live,QUKE,41.402,24.69135802,4.0,1.0159999999999982,0.2539999999999995,2016.0,2020,QUKE,Live,0,0,41.402,None,oak
control,40,0040-00012,2020,post_18,0040-00012-7,Live,QUKE,62.23,24.69135802,4.0,0.0,0.0,2016.0,2020,QUKE,Live,0,0,62.23,None,oak
control,40,0040-00012,2020,post_18,0040-00012-4,Live,QUKE,62.992,24.69135802,4.0,-0.2540000000000049,-0.0635000000000012,2016.0,2020,QUKE,Live,0,0,62.992,None,oak
mech,190,0190-00104,2020,post_18,0190-00104-4,Live,QUKE,49.022,24.69135802,4.0,0.7620000000000005,0.1905000000000001,2016.0,2020,QUKE,Live,0,0,49.022,Thin,oak
control,240,0240-00022,2020,post_18,0240-00022-34,Live,QUKE,54.61,24.69135802,4.0,2.793999999999997,0.6984999999999992,2016.0,2020,QUKE,Live,0,0,54.61,None,oak
mech,350,0350-00103,2020,post_18,0350-00103-27,Snag,QUKE,57.658,24.69135802,4.0,-11.683999999999996,-2.921,2016.0,2020,QUKE,Snag,0,0,57.658,Thin,oak
control,240,0240-00113,2020,post_18,0240-00113-33,Live,QUKE,46.482,24.69135802,4.0,1.0159999999999982,0.2539999999999995,2016.0,2020,QUKE,Live,0,0,46.482,None,oak
control,40,0040-00108,2020,post_18,0040-00108-4,Live,QUKE,15.748,24.69135802,4.0,0.0,0.0,2016.0,2020,QUKE,Live,0,0,15.748,None,oak
control,40,0040-00012,2020,post_18,0040-00012-6,Live,QUKE,51.308,24.69135802,4.0,0.7620000000000005,0.1905000000000001,2016.0,2020,QUKE,Live,0,0,51.308,None,oak
control,240,0240-00005,2020,post_18,0240-00005-19,Live,QUKE,55.88,24.69135802,4.0,-1.0159999999999982,-0.2539999999999995,2016.0,2020,QUKE,Live,0,0,55.88,None,oak
control,40,0040-00116,2020,post_18,0040-00116-13,Live,QUKE,33.02,24.69135802,4.0,-1.0159999999999982,-0.2539999999999995,2016.0,2020,QUKE,Live,0,0,33.02,None,oak
mech,350,0350-00103,2020,post_18,0350-00103-34,Live,QUKE,53.34,24.69135802,4.0,0.2540000000000049,0.0635000000000012,2016.0,2020,QUKE,Live,0,0,53.34,Thin,oak
mech,350,0350-00103,2020,post_18,0350-00103-10,Live,QUKE,63.246,24.69135802,4.0,-0.2539999999999978,-0.0634999999999994,2016.0,2020,QUKE,Live,0,0,63.246,Thin,oak
control,40,0040-00007,2020,post_18,0040-00007-40,Live,QUKE,21.59,24.69135802,4.0,0.7620000000000005,0.1905000000000001,2016.0,2020,QUKE,Live,0,0,21.59,None,oak
control,40,0040-00116,2020,post_18,0040-00116-23,Live,QUKE,39.37,24.69135802,4.0,0.0,0.0,2016.0,2020,QUKE,Live,0,0,39.37,None,oak
control,40,0040-00116,2020,post_18,0040-00116-9,Live,QUKE,47.752,24.69135802,4.0,0.5080000000000027,0.1270000000000006,2016.0,2020,QUKE,Live,0,0,47.752,None,oak
control,40,0040-00101,2020,post_18,0040-00101-9,Live,QUKE,60.198,24.69135802,4.0,-0.5080000000000027,-0.1270000000000006,2016.0,2020,QUKE,Live,0,0,60.198,None,oak
control,40,0040-00115,2020,post_18,0040-00115-12,Live,QUKE,54.864,24.69135802,4.0,-0.5080000000000027,-0.1270000000000006,2016.0,2020,QUKE,Live,0,0,54.864,None,oak
control,40,0040-00101,2020,post_18,0040-00101-7,Live,QUKE,91.948,24.69135802,4.0,1.0159999999999911,0.2539999999999978,2016.0,2020,QUKE,Live,0,0,91.948,None,oak
control,590,0590-00113,2020,post_18,0590-00113-15,Live,QUKE,34.29,24.69135802,4.0,-0.7620000000000005,-0.1905000000000001,2016.0,2020,QUKE,Live,0,0,34.29,None,oak
control,40,0040-00116,2020,post_18,0040-00116-21,Live,QUKE,35.052,24.69135802,4.0,-0.2539999999999978,-0.0634999999999994,2016.0,2020,QUKE,Live,0,0,35.052,None,oak
mech,190,0190-00111,2020,post_18,0190-00111-1,Live,QUKE,45.466,24.69135802,4.0,1.524000000000001,0.3810000000000002,2016.0,2020,QUKE,Live,0,0,45.466,Thin,oak
control,240,0240-00109,2020,post_18,0240-00109-16,Live,QUKE,28.448,24.69135802,4.0,-1.7779999999999987,-0.4444999999999997,2016.0,2020,QUKE,Live,0,0,28.448,None,oak
mech,350,0350-00119,2020,post_18,0350-00119-1,Live,QUKE,65.278,24.69135802,4.0,-0.5079999999999956,-0.1269999999999989,2016.0,2020,QUKE,Live,0,0,65.278,Thin,oak
mech,190,0190-00025,2020,post_18,0190-00025-39,Live,QUKE,79.502,24.69135802,4.0,1.269999999999996,0.317499999999999,2016.0,2020,QUKE,Live,0,0,79.502,Thin,oak
mech,350,0350-00116,2020,post_18,0350-00116-21,Live,QUKE,83.566,24.69135802,4.0,1.524000000000001,0.3810000000000002,2016.0,2020,QUKE,Live,0,0,83.566,Thin,oak
control,40,0040-00115,2020,post_18,0040-00115-11,Live,QUKE,48.768,24.69135802,4.0,-3.302,-0.8254999999999999,2016.0,2020,QUKE,Live,0,0,48.768,None,oak
control,40,0040-00116,2020,post_18,0040-00116-27,Live,QUKE,32.512,24.69135802,4.0,-1.0159999999999982,-0.2539999999999995,2016.0,2020,QUKE,Live,0,0,32.512,None,oak
mechburn,570,0570-00119,2020,post_18,0570-00119-25,Snag,QUKE,30.734,24.69135802,4.0,-0.2539999999999978,-0.0634999999999994,2016.0,2020,QUKE,Snag,0,0,30.734,Burn+Thin,oak
control,240,0240-00022,2020,post_18,0240-00022-32,Live,QUKE,64.516,24.69135802,4.0,2.5400000000000063,0.6350000000000016,2016.0,2020,QUKE,Live,0,0,64.516,None,oak
control,40,0040-00116,2020,post_18,0040-00116-19,Live,QUKE,58.166,24.69135802,4.0,2.539999999999999,0.6349999999999998,2016.0,2020,QUKE,Live,0,0,58.166,None,oak
control,590,0590-00115,2020,post_18,0590-00115-23,Live,QUKE,72.644,24.69135802,4.0,-4.063999999999993,-1.0159999999999982,2016.0,2020,QUKE,Live,0,0,72.644,None,oak
control,40,0040-00108,2020,post_18,0040-00108-6,Live,QUKE,16.002,24.69135802,4.0,0.7619999999999987,0.1904999999999996,2016.0,2020,QUKE,Live,0,0,16.002,None,oak
mechburn,570,0570-00023,2020,post_18,0570-00023-30,Live,QUKE,66.548,24.69135802,4.0,-6.096000000000004,-1.524000000000001,2016.0,2020,QUKE,Live,0,0,66.548,Burn+Thin,oak
control,240,0240-00022,2020,post_18,0240-00022-25,Live,QUKE,30.988,24.69135802,4.0,1.2699999999999996,0.3174999999999999,2016.0,2020,QUKE,Live,0,0,30.988,None,oak
control,40,0040-00116,2020,post_18,0040-00116-14,Live,QUKE,37.084,24.69135802,4.0,0.2540000000000049,0.0635000000000012,2016.0,2020,QUKE,Live,0,0,37.084,None,oak
mechburn,380,0380-00015,2020,post_18,0380-00015-22,Live,QUKE,49.784,24.69135802,4.0,3.302,0.8254999999999999,2016.0,2020,QUKE,Live,0,0,49.784,Burn+Thin,oak
burn,60,0060-00021,2020,post_18,0060-00021-11,Live,QUKE,85.598,24.69135802,4.0,0.2540000000000049,0.0635000000000012,2016.0,2020,QUKE,Live,0,0,85.598,Burn,oak
mechburn,570,0570-00104,2020,post_18,0570-00104-9,Snag,QUKE,27.686,24.69135802,4.0,-1.7779999999999987,-0.4444999999999997,2016.0,2020,QUKE,Snag,0,0,27.686,Burn+Thin,oak
control,40,0040-00012,2020,post_18,0040-00012-1,Snag,QUKE,58.42,24.69135802,4.0,-5.079999999999998,-1.2699999999999996,2016.0,2020,QUKE,Snag,0,0,58.42,None,oak
control,40,0040-00101,2020,post_18,0040-00101-3,Live,QUKE,66.548,24.69135802,4.0,0.0,0.0,2016.0,2020,QUKE,Live,0,0,66.548,None,oak
mech,190,0190-00024,2020,post_18,0190-00024-18,Live,QUKE,65.532,24.69135802,4.0,0.2539999999999907,0.0634999999999976,2016.0,2020,QUKE,Live,0,0,65.532,Thin,oak
mech,190,0190-00104,2020,post_18,0190-00104-3,Live,QUKE,53.086,24.69135802,4.0,0.5079999999999956,0.1269999999999989,2016.0,2020,QUKE,Live,0,0,53.086,Thin,oak
mechburn,570,0570-00101,2020,post_18,0570-00101-15,Live,QUKE,44.196,24.69135802,4.0,0.0,0.0,2016.0,2020,QUKE,Live,0,0,44.196,Burn+Thin,oak
control,590,0590-00104,2020,post_18,0590-00104-3,Live,QUKE,54.356,24.69135802,4.0,0.5080000000000027,0.1270000000000006,2016.0,2020,QUKE,Live,0,0,54.356,None,oak
control,240,0240-00109,2020,post_18,0240-00109-6,Live,QUKE,47.244,24.69135802,4.0,1.524000000000001,0.3810000000000002,2016.0,2020,QUKE,Live,0,0,47.244,None,oak
control,240,0240-00109,2020,post_18,0240-00109-13,Live,QUKE,56.896,24.69135802,4.0,0.7620000000000005,0.1905000000000001,2016.0,2020,QUKE,Live,0,0,56.896,None,oak
burn,60,0060-00130,2020,post_18,0060-00130-2,Live,QUKE,52.324,24.69135802,4.0,1.524000000000001,0.3810000000000002,2016.0,2020,QUKE,Live,0,0,52.324,Burn,oak
burn,340,0340-00024,2020,post_18,0340-00024-21,Snag,QUKE,40.894,24.69135802,4.0,-1.0159999999999982,-0.2539999999999995,2016.0,2020,QUKE,Snag,0,0,40.894,Burn,oak
control,240,0240-00005,2020,post_18,0240-00005-18,Live,QUKE,58.42,24.69135802,4.0,1.7779999999999987,0.4444999999999997,2016.0,2020,QUKE,Live,0,0,58.42,None,oak
mech,350,0350-00111,2020,post_18,0350-00111-5,Live,QUKE,51.562,24.69135802,4.0,1.0159999999999982,0.2539999999999995,2016.0,2020,QUKE,Live,0,0,51.562,Thin,oak
mech,190,0190-00114,2020,post_18,0190-00114-17,Live,QUKE,29.718,24.69135802,4.0,0.7620000000000005,0.1905000000000001,2016.0,2020,QUKE,Live,0,0,29.718,Thin,oak
mech,350,0350-00110,2020,post_18,0350-00110-6,Live,QUKE,72.644,24.69135802,4.0,0.0,0.0,2016.0,2020,QUKE,Live,0,0,72.644,Thin,oak
mech,350,0350-00103,2020,post_18,0350-00103-24,Live,QUKE,63.754,24.69135802,4.0,0.2539999999999978,0.0634999999999994,2016.0,2020,QUKE,Live,0,0,63.754,Thin,oak
control,240,0240-00009,2020,post_18,0240-00009-11,Live,QUKE,41.91,24.69135802,4.0,1.0159999999999982,0.2539999999999995,2016.0,2020,QUKE,Live,0,0,41.91,None,oak
mechburn,570,0570-00025,2020,post_18,0570-00025-20,Live,QUKE,52.07,24.69135802,4.0,0.7620000000000005,0.1905000000000001,2016.0,2020,QUKE,Live,0,0,52.07,Burn+Thin,oak
control,590,0590-00113,2020,post_18,0590-00113-14,Live,QUKE,39.116,24.69135802,4.0,2.2860000000000014,0.5715000000000003,2016.0,2020,QUKE,Live,0,0,39.116,None,oak
burn,60,0060-00102,2020,post_18,0060-00102-19,Live,QUKE,37.338,24.69135802,4.0,1.7779999999999987,0.4444999999999997,2016.0,2020,QUKE,Live,0,0,37.338,Burn,oak
mechburn,570,0570-00011,2020,post_18,0570-00011-24,Live,QUKE,53.086,24.69135802,4.0,0.5079999999999956,0.1269999999999989,2016.0,2020,QUKE,Live,0,0,53.086,Burn+Thin,oak
mechburn,570,0570-00111,2020,post_18,0570-00111-16,Live,QUKE,37.592,24.69135802,4.0,0.2539999999999978,0.0634999999999994,2016.0,2020,QUKE,Live,0,0,37.592,Burn+Thin,oak
mech,190,0190-00024,2020,post_18,0190-00024-11,Live,QUKE,90.932,24.69135802,4.0,0.7620000000000005,0.1905000000000001,2016.0,2020,QUKE,Live,0,0,90.932,Thin,oak
burn,340,0340-00103,2020,post_18,0340-00103-22,Live,QUKE,75.692,24.69135802,4.0,-5.588000000000008,-1.397000000000002,2016.0,2020,QUKE,Live,0,0,75.692,Burn,oak
control,240,0240-00109,2020,post_18,0240-00109-5,Live,QUKE,37.338,24.69135802,4.0,0.0,0.0,2016.0,2020,QUKE,Live,0,0,37.338,None,oak
control,590,0590-00013,2020,post_18,0590-00013-12,Live,QUKE,91.44,24.69135802,4.0,1.0159999999999911,0.2539999999999978,2016.0,2020,QUKE,Live,0,0,91.44,None,oak
mechburn,380,0380-00104,2020,post_18,0380-00104-10,Snag,QUKE,64.262,24.69135802,4.0,-2.793999999999997,-0.6984999999999992,2016.0,2020,QUKE,Snag,0,0,64.262,Burn+Thin,oak
control,40,0040-00108,2020,post_18,0040-00108-9,Live,QUKE,17.018,24.69135802,4.0,0.0,0.0,2016.0,2020,QUKE,Live,0,0,17.018,None,oak
mech,350,0350-00103,2020,post_18,0350-00103-21,Live,QUKE,61.214,24.69135802,4.0,0.2539999999999978,0.0634999999999994,2016.0,2020,QUKE,Live,0,0,61.214,Thin,oak
