"Site","PFT","Treatment","Mean","SD","low_ci","upper_ci","DBH"
"Blodgett","fir","None",-0.717060176567869,0.196089706240646,-1.08996748903444,-0.320802843841402,100
"Blodgett","fir","Burn",-0.110375693868615,0.252167597865804,-0.625853806460324,0.381344586960105,100
"Blodgett","fir","Burn+Thin",-0.46695562833687,0.26873808081462,-1.02122602211191,0.0497770126348576,100
"Blodgett","fir","Thin",-0.0539760434622541,0.257606682151194,-0.569049661487488,0.455558490626556,100
"Blodgett","yellow_pine","None",-2.57253422651192,0.2553749941626,-3.07894822857418,-2.07422728337591,15
"Blodgett","yellow_pine","Burn",0.692324680565888,0.348219117660006,0.0110504936373683,1.38250780604349,15
"Blodgett","yellow_pine","Burn+Thin",0.533607553121671,0.357900562126438,-0.178637058848987,1.24046393841593,15
"Blodgett","yellow_pine","Thin",-1.29808667618579,0.7549023073643,-2.81636193268459,0.153801347826159,15
"Blodgett","yellow_pine","None",-2.0760560262421,0.19972501450273,-2.47751896151497,-1.68957174993932,20
"Blodgett","yellow_pine","Burn",0.571122243858698,0.29067118357505,0.00544561545467631,1.14972199379384,20
"Blodgett","yellow_pine","Burn+Thin",0.432558224029855,0.29807260462146,-0.160373357573602,1.02258090974219,20
"Blodgett","yellow_pine","Thin",-1.06809221230466,0.625439705595204,-2.32344361031957,0.135960165366796,20
"Blodgett","yellow_pine","None",-1.41501065509702,0.136318245160065,-1.6871300446138,-1.15209041821048,30
"Blodgett","yellow_pine","Burn",0.400297003746835,0.214634146692443,-0.0144154830517576,0.826071193776542,30
"Blodgett","yellow_pine","Burn+Thin",0.290137193774874,0.218073236139691,-0.146886086925633,0.714835016747446,30
"Blodgett","yellow_pine","Thin",-0.743933221905726,0.44647162285489,-1.64315571967927,0.116042916658277,30
"Blodgett","yellow_pine","None",-0.998730207464485,0.108671947791803,-1.21328767178854,-0.786550388704298,40
"Blodgett","yellow_pine","Burn",0.279094567039644,0.168264855717367,-0.0475540200117595,0.615115285922311,40
"Blodgett","yellow_pine","Burn+Thin",0.189087864683058,0.167952747171944,-0.154231253986154,0.505689338310247,40
"Blodgett","yellow_pine","Thin",-0.513938758024595,0.32529562598566,-1.17336853336446,0.108882749860675,40
"Blodgett","yellow_pine","None",-0.730378255640311,0.097964548309476,-0.917231172120137,-0.529937043962464,50
"Blodgett","yellow_pine","Burn",0.185082653386904,0.141334294513351,-0.0912952129224723,0.468101407075809,50
"Blodgett","yellow_pine","Burn+Thin",0.110707915737002,0.137433307562257,-0.177668147924363,0.366732161087152,50
"Blodgett","yellow_pine","Thin",-0.335541192212962,0.240051131287895,-0.82568034211366,0.119721477743392,50
"Blodgett","yellow_pine","None",-0.566821272425931,0.0931757354936423,-0.74029618431938,-0.370678525447328,60
"Blodgett","yellow_pine","Burn",0.108269326927781,0.129178704051174,-0.146057211479186,0.367215668146656,60
"Blodgett","yellow_pine","Burn+Thin",0.046666834428077,0.122315372832667,-0.215978886491429,0.265224660950696,60
"Blodgett","yellow_pine","Thin",-0.189779767625661,0.184493978257415,-0.57531666555982,0.15356393844652,60
"Blodgett","yellow_pine","None",-0.485050520838317,0.0903054554821363,-0.649779804434844,-0.290197463977489,70
"Blodgett","yellow_pine","Burn",0.043324584782734,0.127982717408031,-0.211317562823462,0.300477968584811,70
"Blodgett","yellow_pine","Burn+Thin",-0.00747912831071248,0.119284237323702,-0.267221447254768,0.20368320789177,70
"Blodgett","yellow_pine","Thin",-0.0665402391363596,0.158664333930488,-0.406892566953733,0.2258383311024,70
"Blodgett","yellow_pine","None",-0.471331835342525,0.0906350139834085,-0.633498928203267,-0.273893906886161,80
"Blodgett","yellow_pine","Burn",-0.012933109779409,0.133956873693436,-0.279993091368263,0.253140963362677,80
"Blodgett","yellow_pine","Burn+Thin",-0.0543824946637391,0.124543017066892,-0.323385018413976,0.168859341955003,80
"Blodgett","yellow_pine","Thin",0.040214696255471,0.160316452317351,-0.302538977023779,0.332649972150702,80
"Blodgett","yellow_pine","None",-0.516806397564913,0.0985162702596395,-0.690297616134375,-0.303294866510104,90
"Blodgett","yellow_pine","Burn",-0.062555913184082,0.143999535723424,-0.350146514803326,0.218752789797712,90
"Blodgett","yellow_pine","Burn+Thin",-0.095754195826904,0.13460616559279,-0.380989497782954,0.147868245407353,90
"Blodgett","yellow_pine","Thin",0.134379222773274,0.180246077820423,-0.25088358659475,0.467620441321828,90
"Blodgett","yellow_pine","None",-0.61542546851009,0.117988963326254,-0.835718202112768,-0.366194171130572,100
"Blodgett","yellow_pine","Burn",-0.10694502343215,0.156056611104779,-0.419776284048116,0.194107179047877,100
"Blodgett","yellow_pine","Burn+Thin",-0.132762443609795,0.147053138023569,-0.440312689792488,0.137728698169105,100
"Blodgett","yellow_pine","Thin",0.218612262067104,0.208762391808834,-0.220887529517733,0.608135471486808,100
"Blodgett","white_pine","None",-1.90214340106533,0.282234012946228,-2.47472081159518,-1.36183871089573,15
"Blodgett","white_pine","Burn",-0.34076672570757,0.432649483929458,-1.2126633305342,0.488591781254465,15
"Blodgett","white_pine","Burn+Thin",1.07918709948506,0.427646680859925,0.238235107626244,1.92336339676779,15
"Blodgett","white_pine","Thin",1.48032699617888,0.428689794410835,0.652638861353956,2.32278316576781,15
"Blodgett","white_pine","None",-1.51226978075205,0.225815379133914,-1.97015541074796,-1.08115800775229,20
"Blodgett","white_pine","Burn",-0.340233630382235,0.360666885777544,-1.07004552180067,0.350003688317963,20
"Blodgett","white_pine","Burn+Thin",0.846776483779772,0.358191576296797,0.144921645182998,1.54759453929099,20
"Blodgett","white_pine","Thin",1.22976024573245,0.358282880126802,0.53697079130007,1.93546668025547,20
"Blodgett","white_pine","None",-0.978890305223663,0.158607679026799,-1.30138174625064,-0.673492248565632,30
"Blodgett","white_pine","Burn",-0.339482274721187,0.263770642231493,-0.869047983678959,0.164105283025444,30
"Blodgett","white_pine","Burn+Thin",0.519212118648097,0.264927061927473,0.000264221454140512,1.03846712395622,30
"Blodgett","white_pine","Thin",0.87660624592906,0.263381372872032,0.365199951494649,1.3995334651818,30
"Blodgett","white_pine","None",-0.622413696720987,0.126149563944257,-0.879964531315822,-0.380827878498901,40
"Blodgett","white_pine","Burn",-0.338949179395853,0.202042174543833,-0.746959131557563,0.0475573396815095,40
"Blodgett","white_pine","Burn+Thin",0.286801502942804,0.205670930666123,-0.116906680137905,0.688407345759452,40
"Blodgett","white_pine","Thin",0.626039495482625,0.202633086703548,0.232006819123042,1.02853417948848,40
"Blodgett","white_pine","None",-0.3686213313697,0.112910151691176,-0.596513620885952,-0.152347461029464,50
"Blodgett","white_pine","Burn",-0.33853567853683,0.163159438846827,-0.665281450400906,-0.0228239764847015,50
"Blodgett","white_pine","Burn+Thin",0.106529824177372,0.168227264769754,-0.223143956485944,0.437693579199181,50
"Blodgett","white_pine","Thin",0.43168482451073,0.163850066580366,0.112494591776957,0.762145874633991,50
"Blodgett","white_pine","None",-0.184454254937175,0.109348782450627,-0.407307622385393,0.0259965576725035,60
"Blodgett","white_pine","Burn",-0.338197823734805,0.142386681840014,-0.624240410396126,-0.0599132691538152,60
"Blodgett","white_pine","Burn+Thin",-0.0407628621888697,0.147681032370671,-0.332131091799641,0.253975602573068,60
"Blodgett","white_pine","Thin",0.272885495679235,0.142326452646804,-0.00216492145118199,0.562600272272684,60
"Blodgett","white_pine","None",-0.0522778144683987,0.110301259761322,-0.275324074761573,0.161877532745481,70
"Blodgett","white_pine","Burn",-0.337912171569855,0.136362814930155,-0.60804420264011,-0.0707524918453343,70
"Blodgett","white_pine","Burn+Thin",-0.165297054065034,0.140689823745349,-0.441096649941242,0.114386443675475,70
"Blodgett","white_pine","Thin",0.138622576220119,0.134942037406645,-0.123044711416705,0.411105039283272,70
"Blodgett","white_pine","None",0.0384343063230969,0.114219996782585,-0.190654929985365,0.261096084881415,80
"Blodgett","white_pine","Burn",-0.33766472840947,0.140964952366666,-0.616857728202248,-0.0601681304168531,80
"Blodgett","white_pine","Burn+Thin",-0.273173477894163,0.143591548503684,-0.555080210081412,0.00403726549887207,80
"Blodgett","white_pine","Thin",0.0223187452328005,0.138007163818309,-0.248918795351336,0.299588394046392,80
"Blodgett","white_pine","None",0.0944717972723466,0.12179790240718,-0.151061530063888,0.329575477102235,90
"Blodgett","white_pine","Burn",-0.337446468073757,0.15199066929311,-0.635783878788838,-0.0383084537034589,90
"Blodgett","white_pine","Burn+Thin",-0.368327227320544,0.152733360899155,-0.667633840866515,-0.0733551106124005,90
"Blodgett","white_pine","Thin",-0.0802685041241553,0.147632147067936,-0.369873532854414,0.214414285593611,90
"Blodgett","white_pine","None",0.120470610934152,0.134660432078494,-0.149224181833785,0.380001359070396,100
"Blodgett","white_pine","Burn",-0.337251227550448,0.166318586328489,-0.663695234695811,-0.00918404565700162,100
"Blodgett","white_pine","Burn+Thin",-0.453445156659596,0.165300944041497,-0.778984820968272,-0.13217738699975,100
"Blodgett","white_pine","Thin",-0.172035925739096,0.160785782498255,-0.489110383938795,0.143729107067322,100
"LaTour15","fir","None",-2.34510190721169,0.236614665270286,-2.82033194812916,-1.90916731219799,15
"LaTour15","fir","Thin",0.705032238145211,0.274272832839685,0.176819785467835,1.2617804694817,15
"LaTour15","fir","None",-1.97765440384597,0.184676791011503,-2.34745077395497,-1.63458113396186,20
"LaTour15","fir","Thin",0.637478760514871,0.22886031941388,0.201200537066103,1.105028867226,20
"LaTour15","fir","None",-1.50937756362086,0.128886320911781,-1.77214826288959,-1.26935988911668,30
"LaTour15","fir","Thin",0.542267481351624,0.17397304036217,0.212226550943697,0.902349370521423,30
"LaTour15","fir","None",-1.24473569814228,0.108706560986007,-1.46842694443122,-1.03712902790524,40
"LaTour15","fir","Thin",0.474714003721285,0.14744478470487,0.194028306174447,0.781606899047153,40
"LaTour15","fir","None",-1.10937875897445,0.104062181406817,-1.32597518848156,-0.908645232596991,50
"LaTour15","fir","Thin",0.422315455651921,0.138634855034071,0.156349850628296,0.711426958438355,50
"LaTour15","fir","None",-1.07018925188045,0.104501929961298,-1.28411002320174,-0.865708865668325,60
"LaTour15","fir","Thin",0.379502724558038,0.140766129519919,0.107542967419043,0.662504369910328,60
"LaTour15","fir","None",-1.10950129688418,0.107516149597774,-1.32529318289064,-0.900411000184672,70
"LaTour15","fir","Thin",0.343305076186474,0.148933558455642,0.0504644763744273,0.635996115683243,70
"LaTour15","fir","None",-1.21676993795045,0.115205385905671,-1.44583155344165,-0.994664799321269,80
"LaTour15","fir","Thin",0.311949246927698,0.160032296050883,-0.00386976874920497,0.625129866900905,80
"LaTour15","fir","None",-1.38519346222407,0.131251808110243,-1.64826147534032,-1.12985674870176,90
"LaTour15","fir","Thin",0.284291445394791,0.172331195380161,-0.0599429989831673,0.621979625352511,90
"LaTour15","fir","None",-1.61012770791651,0.15829089030194,-1.93120972880306,-1.3013078944959,100
"LaTour15","fir","Thin",0.259550698858334,0.184929480392809,-0.112953426486215,0.621054968377752,100
"Sequoia_FFS15","cedar","None",-1.97420110738698,0.275368523108622,-2.51880185201737,-1.42442364738653,15
"Sequoia_FFS15","cedar","Burn",0.844766304683662,0.498384486679316,-0.139961709575463,1.80998558163271,15
"Sequoia_FFS15","cedar","None",-1.84466522111029,0.242998588559053,-2.32024014070848,-1.3644920133346,20
"Sequoia_FFS15","cedar","Burn",0.734658472174925,0.430152143713559,-0.112368441357268,1.56979483172688,20
"Sequoia_FFS15","cedar","None",-1.67448403111212,0.2234501884141,-2.10530412406546,-1.23362182983808,30
"Sequoia_FFS15","cedar","Burn",0.579470198428067,0.353494425548635,-0.115577676975177,1.2597404772683,30
"Sequoia_FFS15","cedar","None",-1.57062169428789,0.22744259699543,-2.00493420049155,-1.12403725071128,40
"Sequoia_FFS15","cedar","Burn",0.469362365919331,0.321045514731156,-0.157728881483263,1.08984419461752,40
"Sequoia_FFS15","cedar","None",-1.50751967001058,0.236416693499673,-1.95714365808357,-1.04205716360946,50
"Sequoia_FFS15","cedar","Burn",0.383956095851432,0.312961376671491,-0.220988937833291,0.996058453099501,50
"Sequoia_FFS15","cedar","None",-1.47379350272532,0.244331570503544,-1.93972956516198,-0.994383355002121,60
"Sequoia_FFS15","cedar","Burn",0.314174092172473,0.318502323775788,-0.29882036286262,0.940859344435353,60
"Sequoia_FFS15","cedar","None",-1.46337037714039,0.249806950030879,-1.94126033578073,-0.972745029175615,70
"Sequoia_FFS15","cedar","Burn",0.25517424873116,0.331353505363353,-0.388149274498659,0.91035023779798,70
"Sequoia_FFS15","cedar","None",-1.47262536371093,0.253310077318709,-1.95880902696057,-0.974446092044864,80
"Sequoia_FFS15","cedar","Burn",0.204066259663737,0.347884732838162,-0.472706501244064,0.889804632385531,80
"Sequoia_FFS15","cedar","None",-1.49922030855541,0.256226467758586,-1.99506794306914,-0.993216209550841,90
"Sequoia_FFS15","cedar","Burn",0.158985818425615,0.366068292323594,-0.551172932568247,0.883235526137039,90
"Sequoia_FFS15","cedar","None",-1.5415587366177,0.260528067923519,-2.04412676966321,-1.02313844352197,100
"Sequoia_FFS15","cedar","Burn",0.118659989595838,0.384790305315352,-0.627561480098444,0.886270534432461,100
"Sequoia_FFS15","fir","None",-2.20305179153857,0.233078052349603,-2.66329395356044,-1.75782762008204,15
"Sequoia_FFS15","fir","Burn",0.989960528412905,0.276854165177232,0.423180707946258,1.52805704493155,15
"Sequoia_FFS15","fir","None",-1.9567110928853,0.217578009582418,-2.38263548092378,-1.54562369193046,20
"Sequoia_FFS15","fir","Burn",0.799843879049568,0.260099367341233,0.264130351641052,1.30441079038128,20
"Sequoia_FFS15","fir","None",-1.63116826096596,0.205882708526992,-2.03764407061467,-1.23538366815218,30
"Sequoia_FFS15","fir","Burn",0.531889511471838,0.244087640821622,0.043463951626918,1.0026685907104,30
"Sequoia_FFS15","fir","None",-1.4297012649069,0.204473320742983,-1.82887763720223,-1.03142773804407,40
"Sequoia_FFS15","fir","Burn",0.341772862108501,0.238997260461313,-0.130132473521442,0.799248651912311,40
"Sequoia_FFS15","fir","None",-1.30394867239082,0.206266154029579,-1.7064271451934,-0.902457876636242,50
"Sequoia_FFS15","fir","Burn",0.194306932301547,0.238915876616804,-0.277642828643558,0.658923312647938,50
"Sequoia_FFS15","fir","None",-1.23236901182817,0.208803589709891,-1.64280281459289,-0.823131245572745,60
"Sequoia_FFS15","fir","Burn",0.073818494530772,0.241372784685578,-0.406980280190152,0.545483414703491,60
"Sequoia_FFS15","fir","None",-1.2034714062557,0.211358491507567,-1.61927497322583,-0.789533792613414,70
"Sequoia_FFS15","fir","Burn",-0.0280530280708013,0.245170851793783,-0.516457582021858,0.459737271787416,70
"Sequoia_FFS15","fir","None",-1.21039682614597,0.213977965301591,-1.63428820292881,-0.792098226144738,80
"Sequoia_FFS15","fir","Burn",-0.116298154832565,0.249678187441029,-0.616464342914071,0.38181705567439,80
"Sequoia_FFS15","fir","None",-1.24872105681712,0.217116831617922,-1.6789802721805,-0.826546257299714,90
"Sequoia_FFS15","fir","Burn",-0.194135873046958,0.254542367631621,-0.700904082171954,0.31276087042663,90
"Sequoia_FFS15","fir","None",-1.31542327554298,0.221470021412421,-1.75088627162113,-0.885007066921841,100
"Sequoia_FFS15","fir","Burn",-0.26376408463952,0.259559535265921,-0.777620175093805,0.24915431538749,100
"Sequoia_FFS15","white_pine","None",-1.99337510752777,0.240684472907477,-2.47267959543488,-1.53276494399525,15
"Sequoia_FFS15","white_pine","Burn",0.686576431762112,0.395288295615008,-0.0725019057251405,1.45572749696912,15
"Sequoia_FFS15","white_pine","None",-1.72151786874352,0.221306733421123,-2.16403006250164,-1.29771553030017,20
"Sequoia_FFS15","white_pine","Burn",0.536072392994135,0.350998014917105,-0.140827293757317,1.21381535845499,20
"Sequoia_FFS15","white_pine","None",-1.35434407603745,0.212700497062148,-1.78166682879355,-0.944023718133656,30
"Sequoia_FFS15","white_pine","Burn",0.323948864302574,0.299876713022682,-0.267072197606269,0.896656240848112,30
"Sequoia_FFS15","white_pine","None",-1.11561639842698,0.218133109386758,-1.54717398938935,-0.698693248771235,40
"Sequoia_FFS15","white_pine","Burn",0.173444825534598,0.275251403679488,-0.370422517444907,0.707460634883741,40
"Sequoia_FFS15","white_pine","None",-0.952975313809279,0.225720961369285,-1.39724923195791,-0.517649338034579,50
"Sequoia_FFS15","white_pine","Burn",0.0567048235887105,0.264909657784962,-0.46516626252573,0.576889126954689,50
"Sequoia_FFS15","white_pine","None",-0.843098494788847,0.231773872449869,-1.30067222276278,-0.394991712962959,60
"Sequoia_FFS15","white_pine","Burn",-0.0386787031569628,0.26289630596806,-0.556038661534096,0.476033781154005,60
"Sequoia_FFS15","white_pine","None",-0.773545101681863,0.235382847266621,-1.23637816174988,-0.317722443511418,70
"Sequoia_FFS15","white_pine","Burn",-0.119324325927636,0.265843573472106,-0.641337478437665,0.402283060593448,70
"Sequoia_FFS15","white_pine","None",-0.736889061873507,0.236707656316279,-1.20352919803512,-0.279982351452352,80
"Sequoia_FFS15","white_pine","Burn",-0.189182741924939,0.271739364639359,-0.717158198074599,0.345076541792193,80
"Sequoia_FFS15","white_pine","None",-0.72834040626396,0.236429839618694,-1.19566663688814,-0.273641172176479,90
"Sequoia_FFS15","white_pine","Burn",-0.250802231848524,0.279356490645788,-0.789671650568139,0.300755442442679,90
"Sequoia_FFS15","white_pine","None",-0.744628577578111,0.235585721714941,-1.21166046971096,-0.293085129284261,100
"Sequoia_FFS15","white_pine","Burn",-0.305922743870827,0.287938711144308,-0.859343678273448,0.260658952434038,100
"Sequoia_Tharp15","fir","None",-1.60190524161604,0.14479765783722,-1.86632373877352,-1.31570141551734,15
"Sequoia_Tharp15","fir","Burn",0.380588041784836,0.249922414901457,-0.114200848968965,0.858221347821584,15
"Sequoia_Tharp15","fir","None",-1.53306401493099,0.138364485461022,-1.78634934031288,-1.25985320387946,20
"Sequoia_Tharp15","fir","Burn",0.315522699747485,0.231302448178186,-0.145970267151194,0.7451429480436,20
"Sequoia_Tharp15","fir","None",-1.45130141728671,0.134189545572334,-1.70463338028266,-1.18804670435635,30
"Sequoia_Tharp15","fir","Burn",0.223818250740877,0.210819798036953,-0.209456898443022,0.627540781407489,30
"Sequoia_Tharp15","fir","None",-1.41408987162159,0.134108947664937,-1.66642831494346,-1.15104789885412,40
"Sequoia_Tharp15","fir","Burn",0.158752908703526,0.201382579686365,-0.258148630236881,0.54773947690925,40
"Sequoia_Tharp15","fir","None",-1.40673681589614,0.134964744837815,-1.66700595634117,-1.14295100391557,50
"Sequoia_Tharp15","fir","Burn",0.108284308536854,0.197450714659802,-0.290329265599268,0.485584983251727,50
"Sequoia_Tharp15","fir","None",-1.42269779117713,0.135812013660222,-1.68821368770407,-1.15644137665909,60
"Sequoia_Tharp15","fir","Burn",0.0670484596969185,0.196584233778949,-0.317896731941699,0.451837437354391,60
"Sequoia_Tharp15","fir","None",-1.45848178376664,0.136507856712629,-1.72554256905321,-1.19285702707611,70
"Sequoia_Tharp15","fir","Burn",0.0321840462742434,0.197524971432025,-0.365319547141315,0.422660207258888,70
"Sequoia_Tharp15","fir","None",-1.51200496959177,0.137283160848462,-1.78064639376173,-1.24719651678299,80
"Sequoia_Tharp15","fir","Burn",0.00198311765956699,0.199563684624726,-0.396026176230568,0.385326894283634,80
"Sequoia_Tharp15","fir","None",-1.58192323939903,0.138585204881586,-1.84631677043742,-1.31293820524653,90
"Sequoia_Tharp15","fir","Burn",-0.0246559893096888,0.202277207026639,-0.418876189876093,0.369095867525072,90
"Sequoia_Tharp15","fir","None",-1.66731884482598,0.140998038413029,-1.93282837110081,-1.38855637636104,100
"Sequoia_Tharp15","fir","Burn",-0.0484854825071048,0.205402951020819,-0.446818133926845,0.350257971430482,100
"STEF-VDT15","cedar","None",-2.57884454156411,0.109400885268628,-2.79733207449415,-2.36316106485128,15
"STEF-VDT15","cedar","Burn",0.31321226004428,0.156238842500737,0.00526571884250253,0.622796295922853,15
