Unit,TagNo,Species,Year,DBH,Status,time_increment_yr,dbh_delta_cm,dbh_increment_cm/yr,start_year,end_year,Remove flag,PFT,Outlier,DBH_BA,Treatment,PFT_simple
1,1948.0,ABCO,2018,55.6,L,2.0,1.5,0.75,2016.0,2018,0,fir,0,55.6,Burn+Thin,fir
1,1949.0,ABCO,2018,61.9,L,2.0,0.0,0.0,2016.0,2018,0,fir,0,61.9,Burn+Thin,fir
1,1950.0,ABCO,2018,71.3,L,2.0,0.7999999999999972,0.3999999999999986,2016.0,2018,0,fir,0,71.3,Burn+Thin,fir
1,1951.0,ABCO,2018,72.4,L,2.0,0.8000000000000114,0.4000000000000057,2016.0,2018,0,fir,0,72.4,Burn+Thin,fir
1,1952.0,ABCO,2018,71.0,L,2.0,1.0,0.5,2016.0,2018,0,fir,0,71.0,Burn+Thin,fir
1,1953.0,ABCO,2018,67.1,L,2.0,0.3999999999999915,0.1999999999999957,2016.0,2018,0,fir,0,67.1,Burn+Thin,fir
1,1954.0,ABCO,2018,91.4,L,2.0,1.0,0.5,2016.0,2018,0,fir,0,91.4,Burn+Thin,fir
1,1955.0,ABCO,2018,73.0,L,2.0,1.0999999999999943,0.5499999999999972,2016.0,2018,0,fir,0,73.0,Burn+Thin,fir
2,1956.0,PILA,2018,107.3,L,2.0,1.8999999999999917,0.9499999999999956,2016.0,2018,0,white_pine,0,107.3,Burn+Thin,pine
2,1957.0,ABCO,2018,44.9,L,2.0,1.7999999999999972,0.8999999999999986,2016.0,2018,0,fir,0,44.9,Burn+Thin,fir
2,1958.0,ABCO,2018,28.2,D,2.0,-0.1999999999999993,-0.0999999999999996,2016.0,2018,0,fir,0,28.2,Burn+Thin,fir
2,1959.0,ABCO,2018,33.2,D,2.0,-0.5999999999999943,-0.2999999999999971,2016.0,2018,0,fir,0,33.2,Burn+Thin,fir
2,1960.0,ABCO,2018,46.5,L,2.0,2.1000000000000014,1.0500000000000007,2016.0,2018,0,fir,0,46.5,Burn+Thin,fir
2,1963.0,CADE,2018,82.4,L,2.0,0.2000000000000028,0.1000000000000014,2016.0,2018,0,cedar,0,82.4,Burn+Thin,cedar
2,1964.0,CADE,2018,95.2,L,2.0,0.6000000000000085,0.3000000000000042,2016.0,2018,0,cedar,0,95.2,Burn+Thin,cedar
2,1965.0,CADE,2018,84.2,L,2.0,0.2999999999999971,0.1499999999999985,2016.0,2018,0,cedar,0,84.2,Burn+Thin,cedar
2,1966.0,CADE,2018,23.9,L,2.0,0.0,0.0,2016.0,2018,0,cedar,0,23.9,Burn+Thin,cedar
2,1967.0,CADE,2018,57.5,L,2.0,0.2000000000000028,0.1000000000000014,2016.0,2018,0,cedar,0,57.5,Burn+Thin,cedar
2,1968.0,CADE,2018,74.3,L,2.0,0.3999999999999915,0.1999999999999957,2016.0,2018,0,cedar,0,74.3,Burn+Thin,cedar
2,1969.0,CADE,2018,72.6,L,2.0,0.3999999999999915,0.1999999999999957,2016.0,2018,0,cedar,0,72.6,Burn+Thin,cedar
2,1970.0,CADE,2018,44.9,L,2.0,0.6999999999999957,0.3499999999999978,2016.0,2018,0,cedar,0,44.9,Burn+Thin,cedar
2,1971.0,ABCO,2018,106.1,L,2.0,0.3999999999999915,0.1999999999999957,2016.0,2018,0,fir,0,106.1,Burn+Thin,fir
2,1972.0,ABCO,2018,71.7,L,2.0,0.2000000000000028,0.1000000000000014,2016.0,2018,0,fir,0,71.7,Burn+Thin,fir
2,1973.0,ABCO,2018,118.5,L,2.0,1.2999999999999972,0.6499999999999986,2016.0,2018,0,fir,0,118.5,Burn+Thin,fir
2,1974.0,ABCO,2018,84.7,L,2.0,-0.2000000000000028,-0.1000000000000014,2016.0,2018,0,fir,0,84.7,Burn+Thin,fir
2,1975.0,PILA,2018,95.8,L,2.0,1.7000000000000028,0.8500000000000014,2016.0,2018,0,white_pine,0,95.8,Burn+Thin,pine
2,1976.0,PILA,2018,48.5,L,2.0,0.3999999999999986,0.1999999999999993,2016.0,2018,0,white_pine,0,48.5,Burn+Thin,pine
2,1977.0,PILA,2018,52.2,L,2.0,1.0,0.5,2016.0,2018,0,white_pine,0,52.2,Burn+Thin,pine
2,1978.0,PILA,2018,45.2,L,2.0,0.7000000000000028,0.3500000000000014,2016.0,2018,0,white_pine,0,45.2,Burn+Thin,pine
2,1979.0,ABCO,2018,81.8,D,2.0,-0.6000000000000085,-0.3000000000000042,2016.0,2018,0,fir,0,81.8,Burn+Thin,fir
2,1980.0,ABCO,2018,91.6,D,2.0,1.0,0.5,2016.0,2018,0,fir,0,91.6,Burn+Thin,fir
2,1982.0,ABCO,2018,89.4,L,2.0,-0.1999999999999886,-0.0999999999999943,2016.0,2018,0,fir,0,89.4,Burn+Thin,fir
2,1983.0,PILA,2018,51.3,L,2.0,1.0,0.5,2016.0,2018,0,white_pine,0,51.3,Burn+Thin,pine
2,1984.0,CADE,2018,94.9,L,2.0,0.7000000000000028,0.3500000000000014,2016.0,2018,0,cedar,0,94.9,Burn+Thin,cedar
2,1986.0,ABCO,2018,37.1,L,2.0,0.3999999999999986,0.1999999999999993,2016.0,2018,0,fir,0,37.1,Burn+Thin,fir
2,1985.0,ABCO,2018,46.2,L,2.0,0.4000000000000057,0.2000000000000028,2016.0,2018,0,fir,0,46.2,Burn+Thin,fir
2,1987.0,ABCO,2018,43.8,L,2.0,1.6999999999999955,0.8499999999999979,2016.0,2018,0,fir,0,43.8,Burn+Thin,fir
2,1990.0,ABCO,2018,80.8,L,2.0,0.7000000000000028,0.3500000000000014,2016.0,2018,0,fir,0,80.8,Burn+Thin,fir
2,3104.0,ABCO,2018,49.3,L,2.0,0.6999999999999957,0.3499999999999978,2016.0,2018,0,fir,0,49.3,Burn+Thin,fir
2,3105.0,ABCO,2018,44.2,L,2.0,1.2000000000000028,0.6000000000000014,2016.0,2018,0,fir,0,44.2,Burn+Thin,fir
2,3108.0,ABCO,2018,85.5,L,2.0,1.2000000000000028,0.6000000000000014,2016.0,2018,0,fir,0,85.5,Burn+Thin,fir
2,3109.0,PIPO,2018,26.1,L,2.0,0.4000000000000021,0.200000000000001,2016.0,2018,0,yellow_pine,0,26.1,Burn+Thin,pine
2,3110.0,ABCO,2018,72.3,L,2.0,0.8999999999999915,0.4499999999999957,2016.0,2018,0,fir,0,72.3,Burn+Thin,fir
2,3111.0,ABCO,2018,37.7,L,2.0,0.5,0.25,2016.0,2018,0,fir,0,37.7,Burn+Thin,fir
2,3114.0,ABCO,2018,80.7,L,2.0,0.2999999999999971,0.1499999999999985,2016.0,2018,0,fir,0,80.7,Burn+Thin,fir
2,3113.0,CADE,2018,68.1,L,2.0,0.5999999999999943,0.2999999999999971,2016.0,2018,0,cedar,0,68.1,Burn+Thin,cedar
2,3116.0,CADE,2018,34.8,L,2.0,1.0,0.5,2016.0,2018,0,cedar,0,34.8,Burn+Thin,cedar
2,3118.0,CADE,2018,50.2,L,2.0,1.6000000000000014,0.8000000000000007,2016.0,2018,0,cedar,0,50.2,Burn+Thin,cedar
2,3119.0,CADE,2018,42.6,L,2.0,0.6000000000000014,0.3000000000000007,2016.0,2018,0,cedar,0,42.6,Burn+Thin,cedar
2,3120.0,PIPO,2018,85.9,L,2.0,1.3000000000000114,0.6500000000000057,2016.0,2018,0,yellow_pine,0,85.9,Burn+Thin,pine
2,3121.0,ABCO,2018,50.1,L,2.0,0.3000000000000042,0.1500000000000021,2016.0,2018,0,fir,0,50.1,Burn+Thin,fir
2,3122.0,ABCO,2018,54.3,L,2.0,1.1999999999999955,0.5999999999999979,2016.0,2018,0,fir,0,54.3,Burn+Thin,fir
2,3123.0,ABCO,2018,72.0,L,2.0,0.4000000000000057,0.2000000000000028,2016.0,2018,0,fir,0,72.0,Burn+Thin,fir
3,3295.0,ABCO,2018,53.9,L,2.0,0.3999999999999986,0.1999999999999993,2016.0,2018,0,fir,0,53.9,Burn,fir
3,3301.0,ABCO,2018,73.4,L,2.0,1.5,0.75,2016.0,2018,0,fir,0,73.4,Burn,fir
3,3302.0,ABCO,2018,34.1,L,2.0,0.0,0.0,2016.0,2018,0,fir,0,34.1,Burn,fir
3,3303.0,CADE,2018,24.4,L,2.0,0.2999999999999971,0.1499999999999985,2016.0,2018,0,cedar,0,24.4,Burn,cedar
3,3312.0,ABCO,2018,38.4,L,2.0,0.6999999999999957,0.3499999999999978,2016.0,2018,0,fir,0,38.4,Burn,fir
3,3306.0,CADE,2018,19.1,L,2.0,0.4000000000000021,0.200000000000001,2016.0,2018,0,cedar,0,19.1,Burn,cedar
3,3307.0,ABCO,2018,33.7,L,2.0,0.3000000000000042,0.1500000000000021,2016.0,2018,0,fir,0,33.7,Burn,fir
3,3316.0,ABCO,2018,41.7,L,2.0,0.9000000000000057,0.4500000000000028,2016.0,2018,0,fir,0,41.7,Burn,fir
3,3322.0,CADE,2018,26.7,L,2.0,0.8000000000000007,0.4000000000000003,2016.0,2018,0,cedar,0,26.7,Burn,cedar
3,3320.0,CADE,2018,21.4,L,2.0,0.0,0.0,2016.0,2018,0,cedar,0,21.4,Burn,cedar
3,3324.0,CADE,2018,22.9,L,2.0,0.2999999999999971,0.1499999999999985,2016.0,2018,0,cedar,0,22.9,Burn,cedar
3,4104.0,ABCO,2018,46.5,L,2.0,1.1000000000000014,0.5500000000000007,2016.0,2018,0,fir,0,46.5,Burn,fir
3,3337.0,ABCO,2018,74.4,L,2.0,0.8000000000000114,0.4000000000000057,2016.0,2018,0,fir,0,74.4,Burn,fir
3,3336.0,CADE,2018,36.0,L,2.0,0.2999999999999971,0.1499999999999985,2016.0,2018,0,cedar,0,36.0,Burn,cedar
3,3341.0,ABCO,2018,50.9,L,2.0,0.1000000000000014,0.0500000000000007,2016.0,2018,0,fir,0,50.9,Burn,fir
3,3339.0,ABCO,2018,52.8,L,2.0,0.7999999999999972,0.3999999999999986,2016.0,2018,0,fir,0,52.8,Burn,fir
3,3343.0,CADE,2018,31.7,L,2.0,0.6999999999999993,0.3499999999999996,2016.0,2018,0,cedar,0,31.7,Burn,cedar
3,3346.0,PILA,2018,64.0,L,2.0,1.3999999999999986,0.6999999999999993,2016.0,2018,0,white_pine,0,64.0,Burn,pine
3,3348.0,ABCO,2018,48.0,L,2.0,0.2000000000000028,0.1000000000000014,2016.0,2018,0,fir,0,48.0,Burn,fir
3,3354.0,ABCO,2018,41.9,D,2.0,0.2999999999999971,0.1499999999999985,2016.0,2018,0,fir,0,41.9,Burn,fir
3,3355.0,ABCO,2018,57.4,D,2.0,-0.2000000000000028,-0.1000000000000014,2016.0,2018,0,fir,0,57.4,Burn,fir
3,3358.0,ABCO,2018,46.5,L,2.0,0.0,0.0,2016.0,2018,0,fir,0,46.5,Burn,fir
3,3359.0,ABCO,2018,57.4,L,4.0,-0.8000000000000043,-0.200000000000001,2014.0,2018,0,fir,0,57.4,Burn,fir
3,3362.0,ABCO,2018,56.2,L,2.0,1.0,0.5,2016.0,2018,0,fir,0,56.2,Burn,fir
3,3126.0,ABCO,2018,49.7,L,2.0,0.5,0.25,2016.0,2018,0,fir,0,49.7,Burn,fir
3,3128.0,CADE,2018,23.9,L,2.0,0.7999999999999972,0.3999999999999986,2016.0,2018,0,cedar,0,23.9,Burn,cedar
3,3132.0,ABCO,2018,50.8,L,2.0,0.5999999999999943,0.2999999999999971,2016.0,2018,0,fir,0,50.8,Burn,fir
3,3129.0,ABCO,2018,59.3,L,2.0,1.0,0.5,2016.0,2018,0,fir,0,59.3,Burn,fir
3,3131.0,PILA,2018,42.9,L,2.0,1.6999999999999955,0.8499999999999979,2016.0,2018,0,white_pine,0,42.9,Burn,pine
3,3130.0,CADE,2018,32.2,L,2.0,-0.5999999999999943,-0.2999999999999971,2016.0,2018,0,cedar,0,32.2,Burn,cedar
3,3134.0,ABCO,2018,27.7,L,2.0,0.5,0.25,2016.0,2018,0,fir,0,27.7,Burn,fir
3,3135.0,CADE,2018,21.1,L,2.0,0.8000000000000007,0.4000000000000003,2016.0,2018,0,cedar,0,21.1,Burn,cedar
3,3139.0,ABCO,2018,46.1,L,2.0,0.1000000000000014,0.0500000000000007,2016.0,2018,0,fir,0,46.1,Burn,fir
3,3136.0,CADE,2018,22.6,D,2.0,0.1000000000000014,0.0500000000000007,2016.0,2018,0,cedar,0,22.6,Burn,cedar
3,3141.0,CADE,2018,41.7,L,2.0,2.700000000000003,1.3500000000000014,2016.0,2018,0,cedar,1,40.0,Burn,cedar
3,3152.0,CADE,2018,32.6,D,2.0,0.1000000000000014,0.0500000000000007,2016.0,2018,0,cedar,0,32.6,Burn,cedar
3,3154.0,CADE,2018,22.7,L,2.0,0.0999999999999978,0.0499999999999989,2016.0,2018,0,cedar,0,22.7,Burn,cedar
3,3153.0,ABCO,2018,33.3,L,2.0,0.5,0.25,2016.0,2018,0,fir,0,33.3,Burn,fir
3,3146.0,PIPO,2018,49.3,L,2.0,1.1999999999999955,0.5999999999999979,2016.0,2018,0,yellow_pine,0,49.3,Burn,pine
3,3151.0,CADE,2018,21.9,L,2.0,-0.7000000000000028,-0.3500000000000014,2016.0,2018,0,cedar,0,21.9,Burn,cedar
3,3156.0,CADE,2018,19.7,D,2.0,0.0999999999999978,0.0499999999999989,2016.0,2018,0,cedar,0,19.7,Burn,cedar
3,3157.0,CADE,2018,21.3,D,2.0,0.1000000000000014,0.0500000000000007,2016.0,2018,0,cedar,0,21.3,Burn,cedar
3,3164.0,ABCO,2018,39.1,L,2.0,1.1000000000000014,0.5500000000000007,2016.0,2018,0,fir,0,39.1,Burn,fir
3,3166.0,ABCO,2018,36.5,D,2.0,1.2000000000000028,0.6000000000000014,2016.0,2018,0,fir,0,36.5,Burn,fir
3,3167.0,ABCO,2018,36.6,L,2.0,0.8999999999999986,0.4499999999999993,2016.0,2018,0,fir,0,36.6,Burn,fir
3,3171.0,ABCO,2018,49.2,L,2.0,0.7000000000000028,0.3500000000000014,2016.0,2018,0,fir,0,49.2,Burn,fir
3,3180.0,ABCO,2018,35.8,L,2.0,0.1999999999999957,0.0999999999999978,2016.0,2018,0,fir,0,35.8,Burn,fir
3,3182.0,ABCO,2018,44.7,L,2.0,2.200000000000003,1.1000000000000014,2016.0,2018,0,fir,0,44.7,Burn,fir
3,3188.0,PIPO,2018,65.7,L,2.0,1.1000000000000083,0.5500000000000043,2016.0,2018,0,yellow_pine,0,65.7,Burn,pine
3,3198.0,ABCO,2018,38.6,D,2.0,-0.3999999999999986,-0.1999999999999993,2016.0,2018,0,fir,0,38.6,Burn,fir
3,3247.0,ABCO,2018,69.5,L,2.0,0.5,0.25,2016.0,2018,0,fir,0,69.5,Burn,fir
3,3251.0,CADE,2018,29.7,L,2.0,0.0,0.0,2016.0,2018,0,cedar,0,29.7,Burn,cedar
3,3257.0,ABCO,2018,51.1,L,2.0,-0.2999999999999971,-0.1499999999999985,2016.0,2018,0,fir,0,51.1,Burn,fir
3,3258.0,ABCO,2018,42.5,L,2.0,0.2000000000000028,0.1000000000000014,2016.0,2018,0,fir,0,42.5,Burn,fir
3,3260.0,ABCO,2018,54.9,L,2.0,-0.6000000000000014,-0.3000000000000007,2016.0,2018,0,fir,0,54.9,Burn,fir
3,3261.0,ABCO,2018,49.6,L,2.0,-0.1000000000000014,-0.0500000000000007,2016.0,2018,0,fir,0,49.6,Burn,fir
3,3263.0,CADE,2018,37.6,D,2.0,0.2000000000000028,0.1000000000000014,2016.0,2018,0,cedar,0,37.6,Burn,cedar
3,3262.0,ABCO,2018,39.1,D,2.0,0.0,0.0,2016.0,2018,0,fir,0,39.1,Burn,fir
3,3265.0,CADE,2018,48.3,L,2.0,1.0,0.5,2016.0,2018,0,cedar,0,48.3,Burn,cedar
3,3268.0,ABCO,2018,57.2,L,2.0,0.1000000000000014,0.0500000000000007,2016.0,2018,0,fir,0,57.2,Burn,fir
3,3269.0,ABCO,2018,38.4,L,2.0,0.8999999999999986,0.4499999999999993,2016.0,2018,0,fir,0,38.4,Burn,fir
3,3270.0,ABCO,2018,40.1,L,2.0,0.7000000000000028,0.3500000000000014,2016.0,2018,0,fir,0,40.1,Burn,fir
3,3271.0,QUKE,2018,33.6,L,2.0,1.3000000000000045,0.6500000000000021,2016.0,2018,0,deciduous_oak,0,33.6,Burn,oak
3,3275.0,ABCO,2018,21.0,L,2.0,0.1999999999999993,0.0999999999999996,2016.0,2018,0,fir,0,21.0,Burn,fir
3,3274.0,CADE,2018,25.8,L,2.0,-0.0999999999999978,-0.0499999999999989,2016.0,2018,0,cedar,0,25.8,Burn,cedar
3,3277.0,ABCO,2018,31.4,L,2.0,0.2999999999999971,0.1499999999999985,2016.0,2018,0,fir,0,31.4,Burn,fir
3,3279.0,ABCO,2018,26.8,D,2.0,-0.0999999999999978,-0.0499999999999989,2016.0,2018,0,fir,0,26.8,Burn,fir
3,3284.0,CADE,2018,30.5,L,2.0,0.5,0.25,2016.0,2018,0,cedar,0,30.5,Burn,cedar
3,3289.0,ABCO,2018,21.2,L,2.0,0.8000000000000007,0.4000000000000003,2016.0,2018,0,fir,0,21.2,Burn,fir
3,3291.0,ABCO,2018,24.9,L,2.0,0.5,0.25,2016.0,2018,0,fir,0,24.9,Burn,fir
3,3292.0,ABCO,2018,24.7,L,2.0,0.0,0.0,2016.0,2018,0,fir,0,24.7,Burn,fir
3,3294.0,ABCO,2018,43.2,L,2.0,0.6000000000000014,0.3000000000000007,2016.0,2018,0,fir,0,43.2,Burn,fir
3,2951.0,CADE,2018,21.7,L,2.0,0.5999999999999979,0.2999999999999989,2016.0,2018,0,cedar,0,21.7,Burn,cedar
3,2952.0,CADE,2018,27.7,L,2.0,0.0,0.0,2016.0,2018,0,cedar,0,27.7,Burn,cedar
3,2954.0,CADE,2018,20.9,L,2.0,0.1999999999999993,0.0999999999999996,2016.0,2018,0,cedar,0,20.9,Burn,cedar
3,2965.0,CADE,2018,28.8,L,2.0,0.6000000000000014,0.3000000000000007,2016.0,2018,0,cedar,0,28.8,Burn,cedar
3,2960.0,ABCO,2018,26.8,D,2.0,0.6000000000000014,0.3000000000000007,2016.0,2018,0,fir,0,26.8,Burn,fir
3,2967.0,CADE,2018,23.8,L,2.0,0.4000000000000021,0.200000000000001,2016.0,2018,0,cedar,0,23.8,Burn,cedar
3,2968.0,CADE,2018,22.4,L,2.0,0.8999999999999986,0.4499999999999993,2016.0,2018,0,cedar,0,22.4,Burn,cedar
3,2964.0,CADE,2018,17.9,L,2.0,0.1999999999999993,0.0999999999999996,2016.0,2018,0,cedar,0,17.9,Burn,cedar
3,2976.0,CADE,2018,20.4,L,2.0,0.0999999999999978,0.0499999999999989,2016.0,2018,0,cedar,0,20.4,Burn,cedar
3,2978.0,CADE,2018,21.6,L,2.0,1.1000000000000014,0.5500000000000007,2016.0,2018,0,cedar,0,21.6,Burn,cedar
3,2984.0,QUKE,2018,30.2,L,2.0,0.6999999999999993,0.3499999999999996,2016.0,2018,0,deciduous_oak,0,30.2,Burn,oak
3,4103.0,QUKE,2018,59.2,D,2.0,-0.3999999999999986,-0.1999999999999993,2016.0,2018,0,deciduous_oak,0,59.2,Burn,oak
3,2990.0,CADE,2018,20.2,L,2.0,0.5,0.25,2016.0,2018,0,cedar,0,20.2,Burn,cedar
3,3011.0,CADE,2018,20.7,L,2.0,0.3999999999999986,0.1999999999999993,2016.0,2018,0,cedar,0,20.7,Burn,cedar
3,3012.0,CADE,2018,17.9,L,2.0,0.3999999999999986,0.1999999999999993,2016.0,2018,0,cedar,0,17.9,Burn,cedar
3,3013.0,CADE,2018,18.9,L,2.0,0.7999999999999972,0.3999999999999986,2016.0,2018,0,cedar,0,18.9,Burn,cedar
3,3016.0,CADE,2018,19.1,L,2.0,0.2000000000000028,0.1000000000000014,2016.0,2018,0,cedar,0,19.1,Burn,cedar
3,3020.0,QUKE,2018,36.3,L,2.0,0.6999999999999957,0.3499999999999978,2016.0,2018,0,deciduous_oak,0,36.3,Burn,oak
3,3019.0,QUKE,2018,35.6,L,2.0,0.3999999999999986,0.1999999999999993,2016.0,2018,0,deciduous_oak,0,35.6,Burn,oak
3,3032.0,CADE,2018,22.2,L,2.0,0.1999999999999993,0.0999999999999996,2016.0,2018,0,cedar,0,22.2,Burn,cedar
3,3025.0,CADE,2018,20.0,L,2.0,0.6000000000000014,0.3000000000000007,2016.0,2018,0,cedar,0,20.0,Burn,cedar
3,3027.0,CADE,2018,17.9,L,2.0,0.5,0.25,2016.0,2018,0,cedar,0,17.9,Burn,cedar
3,3030.0,CADE,2018,16.7,L,2.0,0.1999999999999993,0.0999999999999996,2016.0,2018,0,cedar,0,16.7,Burn,cedar
3,3034.0,CADE,2018,30.3,L,2.0,0.5,0.25,2016.0,2018,0,cedar,0,30.3,Burn,cedar
3,3036.0,ABCO,2018,23.2,D,2.0,0.0999999999999978,0.0499999999999989,2016.0,2018,0,fir,0,23.2,Burn,fir
3,3037.0,CADE,2018,27.7,L,2.0,0.1999999999999993,0.0999999999999996,2016.0,2018,0,cedar,0,27.7,Burn,cedar
3,3038.0,CADE,2018,21.7,L,2.0,0.5999999999999979,0.2999999999999989,2016.0,2018,0,cedar,0,21.7,Burn,cedar
3,3042.0,CADE,2018,16.7,L,2.0,0.3999999999999986,0.1999999999999993,2016.0,2018,0,cedar,0,16.7,Burn,cedar
3,3046.0,CADE,2018,20.0,L,2.0,0.6000000000000014,0.3000000000000007,2016.0,2018,0,cedar,0,20.0,Burn,cedar
3,3049.0,CADE,2018,32.3,L,2.0,0.3999999999999986,0.1999999999999993,2016.0,2018,0,cedar,0,32.3,Burn,cedar
3,3050.0,QUKE,2018,32.6,L,2.0,0.3000000000000042,0.1500000000000021,2016.0,2018,0,deciduous_oak,0,32.6,Burn,oak
3,3052.0,QUKE,2018,35.4,L,2.0,0.5,0.25,2016.0,2018,0,deciduous_oak,0,35.4,Burn,oak
3,3051.0,CADE,2018,22.0,L,2.0,0.3000000000000007,0.1500000000000003,2016.0,2018,0,cedar,0,22.0,Burn,cedar
3,3058.0,CADE,2018,18.1,L,2.0,0.2000000000000028,0.1000000000000014,2016.0,2018,0,cedar,0,18.1,Burn,cedar
3,3054.0,CADE,2018,31.2,L,2.0,0.3000000000000007,0.1500000000000003,2016.0,2018,0,cedar,0,31.2,Burn,cedar
3,3061.0,CADE,2018,66.9,L,2.0,0.5,0.25,2016.0,2018,0,cedar,0,66.9,Burn,cedar
3,3063.0,QUKE,2018,35.8,L,2.0,0.5999999999999943,0.2999999999999971,2016.0,2018,0,deciduous_oak,0,35.8,Burn,oak
3,3068.0,CADE,2018,28.8,L,2.0,0.6999999999999993,0.3499999999999996,2016.0,2018,0,cedar,0,28.8,Burn,cedar
3,3069.0,CADE,2018,22.0,L,2.0,0.6000000000000014,0.3000000000000007,2016.0,2018,0,cedar,0,22.0,Burn,cedar
3,3075.0,ABCO,2018,34.8,D,2.0,0.1999999999999957,0.0999999999999978,2016.0,2018,0,fir,0,34.8,Burn,fir
3,3072.0,CADE,2018,28.1,L,2.0,0.8000000000000007,0.4000000000000003,2016.0,2018,0,cedar,0,28.1,Burn,cedar
3,3078.0,CADE,2018,23.1,L,2.0,0.7000000000000028,0.3500000000000014,2016.0,2018,0,cedar,0,23.1,Burn,cedar
3,3081.0,CADE,2018,26.5,L,2.0,0.1999999999999993,0.0999999999999996,2016.0,2018,0,cedar,0,26.5,Burn,cedar
3,3079.0,CADE,2018,21.9,L,2.0,0.1999999999999993,0.0999999999999996,2016.0,2018,0,cedar,0,21.9,Burn,cedar
3,3077.0,CADE,2018,16.3,L,2.0,0.6000000000000014,0.3000000000000007,2016.0,2018,0,cedar,0,16.3,Burn,cedar
