Unit,Treatment,Year,Size_class,TPH
15,Burn+Thin,2014,50,36.11111111111111
15,Burn+Thin,2014,60,44.44444444444444
15,Burn+Thin,2014,70,19.444444444444443
15,Burn+Thin,2014,80,2.7777777777777777
15,Burn+Thin,2014,90,5.555555555555555
15,Burn+Thin,2014,100,0.0
15,Burn+Thin,2014,155.3,0.0
15,Burn+Thin,2016,20,11.11111111111111
15,Burn+Thin,2016,30,5.555555555555555
15,Burn+Thin,2016,40,30.555555555555554
15,Burn+Thin,2016,50,27.77777777777778
15,Burn+Thin,2016,60,44.44444444444444
15,Burn+Thin,2016,70,27.77777777777778
15,Burn+Thin,2016,80,2.7777777777777777
15,Burn+Thin,2016,90,5.555555555555555
15,Burn+Thin,2016,100,0.0
15,Burn+Thin,2016,155.3,0.0
15,Burn+Thin,2018,20,8.333333333333332
15,Burn+Thin,2018,30,2.7777777777777777
15,Burn+Thin,2018,40,25.0
15,Burn+Thin,2018,50,30.555555555555554
15,Burn+Thin,2018,60,36.11111111111111
15,Burn+Thin,2018,70,27.77777777777778
15,Burn+Thin,2018,80,0.0
15,Burn+Thin,2018,90,8.333333333333332
15,Burn+Thin,2018,100,0.0
15,Burn+Thin,2018,155.3,0.0
16,Burn,2009,20,138.88888888888889
16,Burn,2009,30,191.66666666666666
16,Burn,2009,40,77.77777777777777
16,Burn,2009,50,47.22222222222222
16,Burn,2009,60,36.11111111111111
16,Burn,2009,70,30.555555555555554
16,Burn,2009,80,8.333333333333332
16,Burn,2009,90,16.666666666666664
16,Burn,2009,100,2.7777777777777777
16,Burn,2009,155.3,2.7777777777777777
16,Burn,2012,20,122.22222222222221
16,Burn,2012,30,197.22222222222223
16,Burn,2012,40,77.77777777777777
16,Burn,2012,50,50.0
16,Burn,2012,60,33.33333333333333
16,Burn,2012,70,30.555555555555554
16,Burn,2012,80,11.11111111111111
16,Burn,2012,90,13.88888888888889
16,Burn,2012,100,2.7777777777777777
16,Burn,2012,155.3,2.7777777777777777
16,Burn,2014,20,127.77777777777777
16,Burn,2014,30,183.33333333333331
16,Burn,2014,40,83.33333333333333
16,Burn,2014,50,52.77777777777778
16,Burn,2014,60,30.555555555555554
16,Burn,2014,70,33.33333333333333
16,Burn,2014,80,11.11111111111111
16,Burn,2014,90,13.88888888888889
16,Burn,2014,100,2.7777777777777777
16,Burn,2014,155.3,2.7777777777777777
16,Burn,2016,20,122.22222222222221
16,Burn,2016,30,172.22222222222223
16,Burn,2016,40,66.66666666666666
16,Burn,2016,50,55.55555555555556
16,Burn,2016,60,27.77777777777778
16,Burn,2016,70,36.11111111111111
16,Burn,2016,80,8.333333333333332
16,Burn,2016,90,16.666666666666664
16,Burn,2016,100,2.7777777777777777
16,Burn,2016,155.3,2.7777777777777777
16,Burn,2018,20,94.44444444444444
16,Burn,2018,30,125.0
16,Burn,2018,40,58.33333333333333
16,Burn,2018,50,33.33333333333333
16,Burn,2018,60,27.77777777777778
16,Burn,2018,70,30.555555555555554
16,Burn,2018,80,8.333333333333332
16,Burn,2018,90,13.88888888888889
16,Burn,2018,100,0.0
16,Burn,2018,155.3,2.7777777777777777
17,Burn+Thin,2009,20,166.66666666666666
17,Burn+Thin,2009,30,227.77777777777777
17,Burn+Thin,2009,40,111.11111111111111
17,Burn+Thin,2009,50,83.33333333333333
17,Burn+Thin,2009,60,33.33333333333333
17,Burn+Thin,2009,70,25.0
17,Burn+Thin,2009,80,19.444444444444443
17,Burn+Thin,2009,90,8.333333333333332
17,Burn+Thin,2009,100,5.555555555555555
17,Burn+Thin,2009,155.3,2.7777777777777777
17,Burn+Thin,2012,20,2.7777777777777777
17,Burn+Thin,2012,30,25.0
17,Burn+Thin,2012,40,25.0
17,Burn+Thin,2012,50,38.888888888888886
17,Burn+Thin,2012,60,16.666666666666664
17,Burn+Thin,2012,70,13.88888888888889
17,Burn+Thin,2012,80,16.666666666666664
17,Burn+Thin,2012,90,8.333333333333332
17,Burn+Thin,2012,100,5.555555555555555
17,Burn+Thin,2012,155.3,2.7777777777777777
17,Burn+Thin,2014,20,2.7777777777777777
17,Burn+Thin,2014,30,22.22222222222222
17,Burn+Thin,2014,40,25.0
17,Burn+Thin,2014,50,36.11111111111111
17,Burn+Thin,2014,60,22.22222222222222
17,Burn+Thin,2014,70,11.11111111111111
17,Burn+Thin,2014,80,19.444444444444443
17,Burn+Thin,2014,90,8.333333333333332
17,Burn+Thin,2014,100,5.555555555555555
17,Burn+Thin,2014,155.3,2.7777777777777777
17,Burn+Thin,2016,20,2.7777777777777777
17,Burn+Thin,2016,30,11.11111111111111
17,Burn+Thin,2016,40,27.77777777777778
17,Burn+Thin,2016,50,30.555555555555554
17,Burn+Thin,2016,60,27.77777777777778
17,Burn+Thin,2016,70,8.333333333333332
17,Burn+Thin,2016,80,13.88888888888889
17,Burn+Thin,2016,90,11.11111111111111
17,Burn+Thin,2016,100,5.555555555555555
17,Burn+Thin,2016,155.3,2.7777777777777777
17,Burn+Thin,2018,20,0.0
17,Burn+Thin,2018,30,13.88888888888889
17,Burn+Thin,2018,40,19.444444444444443
17,Burn+Thin,2018,50,19.444444444444443
17,Burn+Thin,2018,60,22.22222222222222
17,Burn+Thin,2018,70,5.555555555555555
17,Burn+Thin,2018,80,13.88888888888889
17,Burn+Thin,2018,90,13.88888888888889
17,Burn+Thin,2018,100,5.555555555555555
17,Burn+Thin,2018,155.3,2.7777777777777777
18,Burn+Thin,2009,20,194.44444444444443
18,Burn+Thin,2009,30,194.44444444444443
18,Burn+Thin,2009,40,102.77777777777777
18,Burn+Thin,2009,50,63.888888888888886
18,Burn+Thin,2009,60,16.666666666666664
18,Burn+Thin,2009,70,11.11111111111111
18,Burn+Thin,2009,80,5.555555555555555
18,Burn+Thin,2009,90,5.555555555555555
18,Burn+Thin,2009,100,0.0
18,Burn+Thin,2009,155.3,5.555555555555555
18,Burn+Thin,2012,20,16.666666666666664
18,Burn+Thin,2012,30,38.888888888888886
18,Burn+Thin,2012,40,22.22222222222222
18,Burn+Thin,2012,50,33.33333333333333
18,Burn+Thin,2012,60,16.666666666666664
18,Burn+Thin,2012,70,8.333333333333332
18,Burn+Thin,2012,80,5.555555555555555
18,Burn+Thin,2012,90,2.7777777777777777
18,Burn+Thin,2012,100,2.7777777777777777
18,Burn+Thin,2012,155.3,5.555555555555555
18,Burn+Thin,2014,20,11.11111111111111
18,Burn+Thin,2014,30,44.44444444444444
18,Burn+Thin,2014,40,16.666666666666664
18,Burn+Thin,2014,50,33.33333333333333
18,Burn+Thin,2014,60,19.444444444444443
18,Burn+Thin,2014,70,8.333333333333332
18,Burn+Thin,2014,80,5.555555555555555
18,Burn+Thin,2014,90,2.7777777777777777
18,Burn+Thin,2014,100,0.0
18,Burn+Thin,2014,155.3,5.555555555555555
18,Burn+Thin,2016,20,5.555555555555555
18,Burn+Thin,2016,30,44.44444444444444
18,Burn+Thin,2016,40,16.666666666666664
18,Burn+Thin,2016,50,30.555555555555554
18,Burn+Thin,2016,60,22.22222222222222
18,Burn+Thin,2016,70,8.333333333333332
18,Burn+Thin,2016,80,5.555555555555555
18,Burn+Thin,2016,90,2.7777777777777777
18,Burn+Thin,2016,100,0.0
18,Burn+Thin,2016,155.3,5.555555555555555
18,Burn+Thin,2018,20,5.555555555555555
18,Burn+Thin,2018,30,44.44444444444444
18,Burn+Thin,2018,40,16.666666666666664
18,Burn+Thin,2018,50,30.555555555555554
18,Burn+Thin,2018,60,16.666666666666664
18,Burn+Thin,2018,70,8.333333333333332
18,Burn+Thin,2018,80,5.555555555555555
18,Burn+Thin,2018,90,2.7777777777777777
18,Burn+Thin,2018,100,0.0
18,Burn+Thin,2018,155.3,5.555555555555555
19,Burn,2009,20,63.888888888888886
19,Burn,2009,30,125.0
19,Burn,2009,40,88.88888888888889
19,Burn,2009,50,66.66666666666666
19,Burn,2009,60,41.666666666666664
19,Burn,2009,70,47.22222222222222
19,Burn,2009,80,33.33333333333333
19,Burn,2009,90,8.333333333333332
19,Burn,2009,100,5.555555555555555
19,Burn,2009,155.3,5.555555555555555
19,Burn,2012,20,58.33333333333333
19,Burn,2012,30,116.66666666666666
19,Burn,2012,40,91.66666666666666
19,Burn,2012,50,61.11111111111111
19,Burn,2012,60,50.0
19,Burn,2012,70,33.33333333333333
19,Burn,2012,80,41.666666666666664
19,Burn,2012,90,11.11111111111111
19,Burn,2012,100,8.333333333333332
19,Burn,2012,155.3,5.555555555555555
19,Burn,2014,20,61.11111111111111
19,Burn,2014,30,116.66666666666666
19,Burn,2014,40,86.11111111111111
19,Burn,2014,50,63.888888888888886
19,Burn,2014,60,50.0
19,Burn,2014,70,36.11111111111111
19,Burn,2014,80,41.666666666666664
19,Burn,2014,90,11.11111111111111
19,Burn,2014,100,8.333333333333332
19,Burn,2014,155.3,5.555555555555555
19,Burn,2016,20,47.22222222222222
19,Burn,2016,30,75.0
19,Burn,2016,40,72.22222222222221
19,Burn,2016,50,44.44444444444444
19,Burn,2016,60,52.77777777777778
19,Burn,2016,70,25.0
19,Burn,2016,80,41.666666666666664
19,Burn,2016,90,11.11111111111111
19,Burn,2016,100,11.11111111111111
19,Burn,2016,155.3,2.7777777777777777
19,Burn,2018,20,38.888888888888886
19,Burn,2018,30,61.11111111111111
19,Burn,2018,40,58.33333333333333
19,Burn,2018,50,41.666666666666664
19,Burn,2018,60,41.666666666666664
19,Burn,2018,70,22.22222222222222
19,Burn,2018,80,33.33333333333333
19,Burn,2018,90,11.11111111111111
19,Burn,2018,100,8.333333333333332
19,Burn,2018,155.3,5.555555555555555
20,None,2009,20,136.11111111111111
20,None,2009,30,169.44444444444443
20,None,2009,40,130.55555555555554
20,None,2009,50,80.55555555555556
20,None,2009,60,36.11111111111111
20,None,2009,70,27.77777777777778
20,None,2009,80,13.88888888888889
20,None,2009,90,8.333333333333332
20,None,2009,100,0.0
20,None,2009,155.3,2.7777777777777777
20,None,2012,20,125.0
20,None,2012,30,161.11111111111111
20,None,2012,40,138.88888888888889
20,None,2012,50,80.55555555555556
20,None,2012,60,36.11111111111111
20,None,2012,70,27.77777777777778
20,None,2012,80,16.666666666666664
20,None,2012,90,11.11111111111111
20,None,2012,100,0.0
20,None,2012,155.3,2.7777777777777777
20,None,2014,20,130.55555555555554
20,None,2014,30,161.11111111111111
20,None,2014,40,133.33333333333331
20,None,2014,50,80.55555555555556
20,None,2014,60,44.44444444444444
20,None,2014,70,27.77777777777778
20,None,2014,80,16.666666666666664
20,None,2014,90,11.11111111111111
20,None,2014,100,0.0
20,None,2014,155.3,2.7777777777777777
20,None,2016,20,108.33333333333333
20,None,2016,30,152.77777777777777
20,None,2016,40,136.11111111111111
20,None,2016,50,75.0
20,None,2016,60,36.11111111111111
20,None,2016,70,25.0
20,None,2016,80,13.88888888888889
20,None,2016,90,5.555555555555555
20,None,2016,100,0.0
20,None,2016,155.3,2.7777777777777777
20,None,2018,20,88.88888888888889
20,None,2018,30,141.66666666666666
20,None,2018,40,122.22222222222221
20,None,2018,50,77.77777777777777
20,None,2018,60,36.11111111111111
20,None,2018,70,22.22222222222222
20,None,2018,80,8.333333333333332
20,None,2018,90,11.11111111111111
20,None,2018,100,0.0
20,None,2018,155.3,2.7777777777777777
21,Thin,2009,20,91.66666666666666
21,Thin,2009,30,150.0
21,Thin,2009,40,86.11111111111111
21,Thin,2009,50,77.77777777777777
21,Thin,2009,60,58.33333333333333
21,Thin,2009,70,13.88888888888889
21,Thin,2009,80,30.555555555555554
21,Thin,2009,90,5.555555555555555
21,Thin,2009,100,8.333333333333332
21,Thin,2009,155.3,2.7777777777777777
21,Thin,2012,20,0.0
21,Thin,2012,30,16.666666666666664
21,Thin,2012,40,19.444444444444443
21,Thin,2012,50,22.22222222222222
21,Thin,2012,60,30.555555555555554
21,Thin,2012,70,13.88888888888889
21,Thin,2012,80,16.666666666666664
21,Thin,2012,90,11.11111111111111
21,Thin,2012,100,8.333333333333332
21,Thin,2012,155.3,2.7777777777777777
21,Thin,2014,20,0.0
21,Thin,2014,30,13.88888888888889
21,Thin,2014,40,19.444444444444443
21,Thin,2014,50,16.666666666666664
21,Thin,2014,60,38.888888888888886
21,Thin,2014,70,13.88888888888889
21,Thin,2014,80,16.666666666666664
21,Thin,2014,90,11.11111111111111
21,Thin,2014,100,8.333333333333332
21,Thin,2014,155.3,2.7777777777777777
21,Thin,2016,20,0.0
21,Thin,2016,30,13.88888888888889
21,Thin,2016,40,16.666666666666664
21,Thin,2016,50,19.444444444444443
21,Thin,2016,60,38.888888888888886
21,Thin,2016,70,13.88888888888889
21,Thin,2016,80,13.88888888888889
21,Thin,2016,90,13.88888888888889
21,Thin,2016,100,8.333333333333332
21,Thin,2016,155.3,2.7777777777777777
21,Thin,2018,20,2.7777777777777777
21,Thin,2018,30,8.333333333333332
21,Thin,2018,40,16.666666666666664
21,Thin,2018,50,19.444444444444443
21,Thin,2018,60,44.44444444444444
21,Thin,2018,70,11.11111111111111
21,Thin,2018,80,16.666666666666664
21,Thin,2018,90,13.88888888888889
21,Thin,2018,100,5.555555555555555
21,Thin,2018,155.3,5.555555555555555
22,Burn+Thin,2009,20,91.66666666666666
22,Burn+Thin,2009,30,172.22222222222223
22,Burn+Thin,2009,40,75.0
22,Burn+Thin,2009,50,41.666666666666664
22,Burn+Thin,2009,60,41.666666666666664
22,Burn+Thin,2009,70,36.11111111111111
22,Burn+Thin,2009,80,16.666666666666664
22,Burn+Thin,2009,90,2.7777777777777777
22,Burn+Thin,2009,100,8.333333333333332
22,Burn+Thin,2009,155.3,11.11111111111111
22,Burn+Thin,2012,20,11.11111111111111
22,Burn+Thin,2012,30,13.88888888888889
22,Burn+Thin,2012,40,33.33333333333333
22,Burn+Thin,2012,50,30.555555555555554
22,Burn+Thin,2012,60,19.444444444444443
22,Burn+Thin,2012,70,27.77777777777778
22,Burn+Thin,2012,80,11.11111111111111
22,Burn+Thin,2012,90,5.555555555555555
22,Burn+Thin,2012,100,8.333333333333332
22,Burn+Thin,2012,155.3,11.11111111111111
22,Burn+Thin,2014,20,8.333333333333332
22,Burn+Thin,2014,30,5.555555555555555
22,Burn+Thin,2014,40,30.555555555555554
22,Burn+Thin,2014,50,25.0
22,Burn+Thin,2014,60,19.444444444444443
22,Burn+Thin,2014,70,25.0
22,Burn+Thin,2014,80,13.88888888888889
22,Burn+Thin,2014,90,8.333333333333332
22,Burn+Thin,2014,100,8.333333333333332
22,Burn+Thin,2014,155.3,11.11111111111111
22,Burn+Thin,2016,20,2.7777777777777777
22,Burn+Thin,2016,30,5.555555555555555
22,Burn+Thin,2016,40,27.77777777777778
22,Burn+Thin,2016,50,19.444444444444443
22,Burn+Thin,2016,60,25.0
22,Burn+Thin,2016,70,22.22222222222222
22,Burn+Thin,2016,80,13.88888888888889
22,Burn+Thin,2016,90,11.11111111111111
22,Burn+Thin,2016,100,8.333333333333332
22,Burn+Thin,2016,155.3,8.333333333333332
22,Burn+Thin,2018,20,0.0
22,Burn+Thin,2018,30,8.333333333333332
22,Burn+Thin,2018,40,11.11111111111111
22,Burn+Thin,2018,50,30.555555555555554
22,Burn+Thin,2018,60,25.0
22,Burn+Thin,2018,70,22.22222222222222
22,Burn+Thin,2018,80,16.666666666666664
22,Burn+Thin,2018,90,11.11111111111111
22,Burn+Thin,2018,100,8.333333333333332
22,Burn+Thin,2018,155.3,8.333333333333332
23,Burn+Thin,2009,20,55.55555555555556
23,Burn+Thin,2009,30,130.55555555555554
23,Burn+Thin,2009,40,72.22222222222221
23,Burn+Thin,2009,50,50.0
23,Burn+Thin,2009,60,36.11111111111111
23,Burn+Thin,2009,70,44.44444444444444
23,Burn+Thin,2009,80,8.333333333333332
23,Burn+Thin,2009,90,13.88888888888889
23,Burn+Thin,2009,100,2.7777777777777777
23,Burn+Thin,2009,155.3,2.7777777777777777
23,Burn+Thin,2012,20,5.555555555555555
23,Burn+Thin,2012,30,19.444444444444443
23,Burn+Thin,2012,40,22.22222222222222
23,Burn+Thin,2012,50,19.444444444444443
23,Burn+Thin,2012,60,22.22222222222222
23,Burn+Thin,2012,70,36.11111111111111
23,Burn+Thin,2012,80,11.11111111111111
23,Burn+Thin,2012,90,11.11111111111111
23,Burn+Thin,2012,100,0.0
23,Burn+Thin,2012,155.3,2.7777777777777777
23,Burn+Thin,2014,20,5.555555555555555
23,Burn+Thin,2014,30,19.444444444444443
23,Burn+Thin,2014,40,19.444444444444443
23,Burn+Thin,2014,50,22.22222222222222
23,Burn+Thin,2014,60,13.88888888888889
23,Burn+Thin,2014,70,38.888888888888886
23,Burn+Thin,2014,80,16.666666666666664
23,Burn+Thin,2014,90,11.11111111111111
23,Burn+Thin,2014,100,0.0
23,Burn+Thin,2014,155.3,2.7777777777777777
23,Burn+Thin,2016,20,2.7777777777777777
23,Burn+Thin,2016,30,11.11111111111111
23,Burn+Thin,2016,40,16.666666666666664
23,Burn+Thin,2016,50,19.444444444444443
23,Burn+Thin,2016,60,19.444444444444443
23,Burn+Thin,2016,70,27.77777777777778
23,Burn+Thin,2016,80,19.444444444444443
23,Burn+Thin,2016,90,11.11111111111111
23,Burn+Thin,2016,100,0.0
23,Burn+Thin,2016,155.3,2.7777777777777777
23,Burn+Thin,2018,20,0.0
23,Burn+Thin,2018,30,5.555555555555555
23,Burn+Thin,2018,40,13.88888888888889
23,Burn+Thin,2018,50,16.666666666666664
23,Burn+Thin,2018,60,19.444444444444443
23,Burn+Thin,2018,70,27.77777777777778
23,Burn+Thin,2018,80,19.444444444444443
23,Burn+Thin,2018,90,8.333333333333332
23,Burn+Thin,2018,100,2.7777777777777777
23,Burn+Thin,2018,155.3,2.7777777777777777
24,Thin,2009,20,80.55555555555556
24,Thin,2009,30,127.77777777777777
24,Thin,2009,40,61.11111111111111
24,Thin,2009,50,61.11111111111111
24,Thin,2009,60,25.0
24,Thin,2009,70,19.444444444444443
24,Thin,2009,80,22.22222222222222
24,Thin,2009,90,19.444444444444443
24,Thin,2009,100,11.11111111111111
24,Thin,2009,155.3,13.88888888888889
24,Thin,2012,20,2.7777777777777777
24,Thin,2012,30,25.0
24,Thin,2012,40,8.333333333333332
24,Thin,2012,50,25.0
24,Thin,2012,60,13.88888888888889
24,Thin,2012,70,13.88888888888889
24,Thin,2012,80,13.88888888888889
24,Thin,2012,90,8.333333333333332
24,Thin,2012,100,5.555555555555555
24,Thin,2012,155.3,11.11111111111111
24,Thin,2014,20,2.7777777777777777
24,Thin,2014,30,13.88888888888889
24,Thin,2014,40,16.666666666666664
24,Thin,2014,50,25.0
24,Thin,2014,60,13.88888888888889
24,Thin,2014,70,16.666666666666664
24,Thin,2014,80,13.88888888888889
24,Thin,2014,90,8.333333333333332
24,Thin,2014,100,5.555555555555555
24,Thin,2014,155.3,11.11111111111111
24,Thin,2016,20,2.7777777777777777
24,Thin,2016,30,13.88888888888889
24,Thin,2016,40,16.666666666666664
24,Thin,2016,50,19.444444444444443
24,Thin,2016,60,16.666666666666664
24,Thin,2016,70,16.666666666666664
24,Thin,2016,80,13.88888888888889
24,Thin,2016,90,11.11111111111111
24,Thin,2016,100,5.555555555555555
24,Thin,2016,155.3,11.11111111111111
24,Thin,2018,20,0.0
24,Thin,2018,30,16.666666666666664
24,Thin,2018,40,16.666666666666664
24,Thin,2018,50,16.666666666666664
24,Thin,2018,60,16.666666666666664
24,Thin,2018,70,19.444444444444443
24,Thin,2018,80,11.11111111111111
24,Thin,2018,90,13.88888888888889
24,Thin,2018,100,5.555555555555555
24,Thin,2018,155.3,11.11111111111111
