Treatment,Plot,TreeID_clean,Species_clean,DBH_timeframe,dbh,Year,Status,time_increment_yr,dbh_delta_cm,dbh_increment_cm/yr,start_year,end_year,Remove flag,PFT,Outlier,DBH_BA,Treatment_raw,PFT_simple,start_year_raw,end_year_raw
Burn,bn1,bn1_4648,pila,DBH_2PostRX,80.3,2019,1.0,1.0,-1.4000000000000057,-1.4000000000000057,2018.0,2019,0,white_pine,0,80.3,Burn Only,pine,2018.0,2019
Burn,bn1,bn1_4651,abco,DBH_2PostRX,40.1,2019,1.0,1.0,0.3000000000000042,0.3000000000000042,2018.0,2019,0,fir,0,40.1,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4653,abco,DBH_2PostRX,41.5,2019,1.0,1.0,0.0,0.0,2018.0,2019,0,fir,0,41.5,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4656,abco,DBH_2PostRX,38.3,2019,1.0,1.0,-0.6000000000000014,-0.6000000000000014,2018.0,2019,0,fir,0,38.3,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4657,pila,DBH_2PostRX,17.1,2019,1.0,1.0,-0.7999999999999972,-0.7999999999999972,2018.0,2019,0,white_pine,0,17.1,Burn Only,pine,2018.0,2019
Burn,bn1,bn1_4658,abco,DBH_2PostRX,20.0,2019,1.0,1.0,-0.1000000000000014,-0.1000000000000014,2018.0,2019,0,fir,0,20.0,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4661,abco,DBH_2PostRX,35.5,2019,1.0,1.0,-0.7999999999999972,-0.7999999999999972,2018.0,2019,0,fir,0,35.5,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4662,cade,DBH_2PostRX,38.8,2019,1.0,1.0,0.0999999999999943,0.0999999999999943,2018.0,2019,0,cedar,0,38.8,Burn Only,cedar,2018.0,2019
Burn,bn1,bn1_4671,abco,DBH_2PostRX,42.3,2019,1.0,1.0,0.8999999999999986,0.8999999999999986,2018.0,2019,0,fir,0,42.3,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4681,cade,DBH_2PostRX,22.0,2019,1.0,1.0,0.0,0.0,2018.0,2019,0,cedar,0,22.0,Burn Only,cedar,2018.0,2019
Burn,bn1,bn1_4682,cade,DBH_2PostRX,15.8,2019,2.0,1.0,-0.3000000000000007,-0.3000000000000007,2018.0,2019,0,cedar,0,15.8,Burn Only,cedar,2018.0,2019
Burn,bn1,bn1_4687,cade,DBH_2PostRX,26.5,2019,1.0,1.0,0.3000000000000007,0.3000000000000007,2018.0,2019,0,cedar,0,26.5,Burn Only,cedar,2018.0,2019
Burn,bn1,bn1_4702,cade,DBH_2PostRX,54.9,2019,1.0,1.0,9.9,9.9,2018.0,2019,0,cedar,1,44.1,Burn Only,cedar,2018.0,2019
Burn,bn1,bn1_4704,abco,DBH_2PostRX,51.3,2019,1.0,1.0,-0.2000000000000028,-0.2000000000000028,2018.0,2019,0,fir,0,51.3,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4705,pila,DBH_2PostRX,18.2,2019,2.0,1.0,-0.4000000000000021,-0.4000000000000021,2018.0,2019,0,white_pine,0,18.2,Burn Only,pine,2018.0,2019
Burn,bn1,bn1_4706,abco,DBH_2PostRX,34.8,2019,1.0,1.0,0.7999999999999972,0.7999999999999972,2018.0,2019,0,fir,0,34.8,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4707,pila,DBH_2PostRX,39.4,2019,1.0,1.0,-0.3000000000000042,-0.3000000000000042,2018.0,2019,0,white_pine,0,39.4,Burn Only,pine,2018.0,2019
Burn,bn1,bn1_4710,abco,DBH_2PostRX,65.3,2019,1.0,1.0,-4.700000000000003,-4.700000000000003,2018.0,2019,0,fir,1,71.75,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4711,abco,DBH_2PostRX,58.2,2019,1.0,1.0,-0.7999999999999972,-0.7999999999999972,2018.0,2019,0,fir,0,58.2,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4712,abco,DBH_2PostRX,86.4,2019,1.0,1.0,-2.0999999999999943,-2.0999999999999943,2018.0,2019,0,fir,0,86.4,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4715,abco,DBH_2PostRX,25.6,2019,1.0,1.0,-0.0999999999999978,-0.0999999999999978,2018.0,2019,0,fir,0,25.6,Burn Only,fir,2018.0,2019
