Unit,Treatment,DBH_timeframe,Year,PFT,BAperTree_m2ha
uc3,Thin,DBH_Pre,2000.0,unknown,0.14555803797198993
un1,None,DBH_10Post,2011.0,cedar,0.6413459300542321
un1,None,DBH_10Post,2011.0,fir,47.73119971909214
un1,None,DBH_10Post,2011.0,oak,0.0
un1,None,DBH_10Post,2011.0,other_hardwood,0.0
un1,None,DBH_10Post,2011.0,pine,4.864842421532227
un1,None,DBH_10Post,2011.0,unknown,0.0
un1,None,DBH_15Post,2018.0,cedar,0.7156895603564852
un1,None,DBH_15Post,2018.0,fir,39.127332877775466
un1,None,DBH_15Post,2018.0,oak,0.0
un1,None,DBH_15Post,2018.0,other_hardwood,0.0
un1,None,DBH_15Post,2018.0,pine,5.346836562020261
un1,None,DBH_15Post,2018.0,unknown,0.0
un1,None,DBH_2008,2008.0,cedar,0.2733971006786517
un1,None,DBH_2008,2008.0,fir,27.167644221413973
un1,None,DBH_2008,2008.0,oak,0.0
un1,None,DBH_2008,2008.0,other_hardwood,0.0
un1,None,DBH_2008,2008.0,pine,3.4469156005619284
un1,None,DBH_2008,2008.0,unknown,0.0
un1,None,DBH_Post,2002.0,cedar,0.6746038116328378
un1,None,DBH_Post,2002.0,fir,44.547323977278594
un1,None,DBH_Post,2002.0,oak,0.0
un1,None,DBH_Post,2002.0,other_hardwood,0.015065703919830697
un1,None,DBH_Post,2002.0,pine,5.006640365796952
un1,None,DBH_Post,2002.0,unknown,0.0
un2,None,DBH_10Post,2011.0,cedar,11.729932173216095
un2,None,DBH_10Post,2011.0,fir,20.665210924997556
un2,None,DBH_10Post,2011.0,oak,0.1252287919106104
un2,None,DBH_10Post,2011.0,other_hardwood,0.0
un2,None,DBH_10Post,2011.0,pine,16.749344487596677
un2,None,DBH_10Post,2011.0,unknown,0.0
un2,None,DBH_15Post,2018.0,cedar,12.588488842320634
un2,None,DBH_15Post,2018.0,fir,12.438983548295546
un2,None,DBH_15Post,2018.0,oak,0.15285360151178884
un2,None,DBH_15Post,2018.0,other_hardwood,0.0
un2,None,DBH_15Post,2018.0,pine,11.468324488018663
un2,None,DBH_15Post,2018.0,unknown,0.0
un2,None,DBH_2008,2008.0,cedar,5.386353870611604
un2,None,DBH_2008,2008.0,fir,6.303138042088079
un2,None,DBH_2008,2008.0,oak,0.0
un2,None,DBH_2008,2008.0,other_hardwood,0.0
un2,None,DBH_2008,2008.0,pine,12.194438638197921
un2,None,DBH_2008,2008.0,unknown,0.0
un2,None,DBH_Post,2002.0,cedar,10.4618846509128
un2,None,DBH_Post,2002.0,fir,19.168992277157606
un2,None,DBH_Post,2002.0,oak,0.09931516855793412
un2,None,DBH_Post,2002.0,other_hardwood,0.0
un2,None,DBH_Post,2002.0,pine,15.712614395872604
